Pet Species,Breed,Age (years),Weight (kg),Past Diagnosis,Symptoms,Treatment,Future Disease
Snake,Corn Snake,1.0,2.35,Poor diet (low Vitamin A),"Lack of appetite, Lethargy, Dull skin",Vitamin A supplementation,Hypovitaminosis A
Snake,Corn Snake,2.2,2.44,Shedding problems,Dull scales,Humidity adjustments,Hypovitaminosis A
Snake,Corn Snake,8.8,6.95,Shedding problems,"Eye caps retained, Dull scales",Soaking,Hypovitaminosis A
Snake,Corn Snake,2.1,1.13,Poor diet (low Vitamin A),"Lack of appetite, Dull skin, Lethargy",Diet correction,Hypovitaminosis A
Snake,Corn Snake,0.3,3.04,Shedding problems,"Dull scales, Eye caps retained",Soaking,Hypovitaminosis A
Snake,Corn Snake,6.6,8.11,Parasitic infestation,Diarrhea,Deworming medication,Hypovitaminosis A
Snake,Corn Snake,9.5,9.19,Parasitic infestation,"Diarrhea, Weight loss",Deworming medication,Hypovitaminosis A
Snake,Corn Snake,6.4,1.32,Poor diet (low Vitamin A),"Dull skin, Lethargy, Lack of appetite",Diet correction,Hypovitaminosis A
Snake,Corn Snake,4.0,6.79,Mouth rot (stomatitis),"Swollen mouth, Discharge from mouth",Mouth cleaning,Hypovitaminosis A
Snake,Corn Snake,3.3,3.76,Shedding problems,"Eye caps retained, Dull scales, Retained shed",Soaking,Hypovitaminosis A
Snake,Corn Snake,6.9,2.57,Mouth rot (stomatitis),"Discharge from mouth, Loss of appetite, Swollen mouth",Mouth cleaning,Hypovitaminosis A
Snake,Corn Snake,1.5,3.89,Mouth rot (stomatitis),"Discharge from mouth, Loss of appetite",Mouth cleaning,Hypovitaminosis A
Snake,Corn Snake,6.2,2.2,Mouth rot (stomatitis),"Loss of appetite, Discharge from mouth",Mouth cleaning,Hypovitaminosis A
Snake,Corn Snake,0.3,5.13,Respiratory infection,Mucus discharge,Antibiotics,Hypovitaminosis A
Snake,Corn Snake,7.6,8.01,Poor diet (low Vitamin A),"Lack of appetite, Dull skin, Lethargy",Diet correction,Hypovitaminosis A
Snake,Corn Snake,1.1,4.63,Poor diet (low Vitamin A),"Lack of appetite, Lethargy",Diet correction,Hypovitaminosis A
Snake,Corn Snake,4.8,0.59,Parasitic infestation,"Lethargy, Diarrhea, Weight loss",Improved sanitation,Hypovitaminosis A
Snake,Corn Snake,0.9,0.42,Shedding problems,"Retained shed, Dull scales, Eye caps retained",Humidity adjustments,Hypovitaminosis A
Snake,Corn Snake,2.9,5.06,Respiratory infection,"Labored breathing, Mucus discharge, Lethargy",Antibiotics,Hypovitaminosis A
Snake,Corn Snake,7.6,3.81,Respiratory infection,"Labored breathing, Mucus discharge",Improved habitat conditions,Hypovitaminosis A
Snake,Corn Snake,3.9,4.15,Mouth rot (stomatitis),"Swollen mouth, Discharge from mouth, Loss of appetite",Antibiotics,Hypovitaminosis A
Snake,Corn Snake,8.3,8.86,Mouth rot (stomatitis),Loss of appetite,Antibiotics,Hypovitaminosis A
Snake,Corn Snake,0.4,4.65,Mouth rot (stomatitis),"Discharge from mouth, Loss of appetite, Swollen mouth",Antibiotics,Hypovitaminosis A
Snake,Corn Snake,0.3,2.97,Parasitic infestation,"Diarrhea, Lethargy, Weight loss",Improved sanitation,Hypovitaminosis A
Snake,Corn Snake,9.4,8.13,Mouth rot (stomatitis),"Discharge from mouth, Swollen mouth, Loss of appetite",Mouth cleaning,Hypovitaminosis A
Snake,Corn Snake,4.9,4.68,Respiratory infection,"Mucus discharge, Lethargy",Antibiotics,Hypovitaminosis A
Snake,Corn Snake,1.8,5.57,Poor diet (low Vitamin A),"Dull skin, Lack of appetite, Lethargy",Vitamin A supplementation,Hypovitaminosis A
Snake,Corn Snake,7.7,6.48,Mouth rot (stomatitis),Swollen mouth,Antibiotics,Hypovitaminosis A
Snake,Corn Snake,1.3,5.15,Parasitic infestation,Weight loss,Improved sanitation,Hypovitaminosis A
Snake,Corn Snake,2.6,0.72,Poor diet (low Vitamin A),Dull skin,Vitamin A supplementation,Hypovitaminosis A
Snake,Corn Snake,8.5,4.99,Poor diet (low Vitamin A),Dull skin,Diet correction,Hypovitaminosis A
Snake,Corn Snake,4.0,4.26,Parasitic infestation,"Diarrhea, Weight loss",Deworming medication,Hypovitaminosis A
Snake,Corn Snake,6.3,0.46,Improper Husbandry,Inflammation,Antibiotic cream,Cloacal Prolapse
Snake,Corn Snake,7.0,2.21,Parasite Infection,Lethargy,Antiparasitic medication,Cloacal Prolapse
Snake,Corn Snake,2.0,0.5,Obesity,"Difficulty moving, Swelling near cloaca",Diet adjustment,Cloacal Prolapse
Snake,Corn Snake,0.3,0.11,Dehydration,Sunken eyes,Electrolyte solutions,Cloacal Prolapse
Snake,Corn Snake,2.6,0.57,Parasite Infection,"Lethargy, Bloody stool",Fluid therapy,Cloacal Prolapse
Snake,Corn Snake,7.0,1.51,Dehydration,"Loss of appetite, Dry skin",Soaking in lukewarm water,Cloacal Prolapse
Snake,Corn Snake,4.5,0.98,Obesity,Difficulty moving,Diet adjustment,Cloacal Prolapse
Snake,Corn Snake,5.6,1.78,Dehydration,"Loss of appetite, Sunken eyes",Electrolyte solutions,Cloacal Prolapse
Snake,Corn Snake,3.1,1.21,Parasite Infection,Weight loss,Antiparasitic medication,Cloacal Prolapse
Snake,Corn Snake,0.8,0.32,Obesity,"Swelling near cloaca, Difficulty moving",Diet adjustment,Cloacal Prolapse
Snake,Corn Snake,0.7,0.15,Dehydration,Loss of appetite,Increased hydration,Cloacal Prolapse
Snake,Corn Snake,2.8,0.77,Parasite Infection,Weight loss,Supportive care,Cloacal Prolapse
Snake,Corn Snake,9.0,2.68,Improper Husbandry,"Poor body condition, Inflammation",Antibiotic cream,Cloacal Prolapse
Snake,Corn Snake,1.3,0.47,Parasite Infection,"Weight loss, Bloody stool, Lethargy",Supportive care,Cloacal Prolapse
Snake,Corn Snake,5.9,1.52,Improper Husbandry,Poor body condition,Improved enclosure conditions,Cloacal Prolapse
Snake,Corn Snake,1.4,0.63,Dehydration,Sunken eyes,Increased hydration,Cloacal Prolapse
Snake,Corn Snake,2.3,0.56,Parasite Infection,"Lethargy, Weight loss",Supportive care,Cloacal Prolapse
Snake,Corn Snake,2.8,0.69,Obesity,Difficulty moving,Diet adjustment,Cloacal Prolapse
Snake,Corn Snake,8.3,4.11,Obesity,Swelling near cloaca,Behavioral modifications,Cloacal Prolapse
Snake,Corn Snake,3.8,1.66,Obesity,"Difficulty moving, Swelling near cloaca",Increased exercise,Cloacal Prolapse
Snake,Corn Snake,4.1,1.96,Dehydration,Sunken eyes,Soaking in lukewarm water,Cloacal Prolapse
Snake,Corn Snake,8.7,3.17,Dehydration,"Sunken eyes, Dry skin",Electrolyte solutions,Cloacal Prolapse
Snake,Corn Snake,0.3,0.12,Dehydration,"Dry skin, Sunken eyes",Electrolyte solutions,Cloacal Prolapse
Snake,Corn Snake,0.4,0.13,Improper Husbandry,Vent prolapse,Antibiotic cream,Cloacal Prolapse
Snake,Corn Snake,9.4,1.07,Dehydration,"Loss of appetite, Sunken eyes",Soaking in lukewarm water,Cloacal Prolapse
Snake,Corn Snake,4.1,0.12,Improper Husbandry,"Inflammation, Poor body condition",Regular cleaning,Cloacal Prolapse
Snake,Corn Snake,9.6,3.46,Dehydration,"Loss of appetite, Dry skin, Sunken eyes",Increased hydration,Cloacal Prolapse
Snake,Corn Snake,4.4,0.47,Improper Husbandry,Inflammation,Antibiotic cream,Cloacal Prolapse
Snake,Corn Snake,2.8,1.33,Parasite Infection,"Bloody stool, Lethargy, Weight loss",Fluid therapy,Cloacal Prolapse
Snake,Corn Snake,1.4,0.48,Obesity,Difficulty moving,Diet adjustment,Cloacal Prolapse
Snake,Corn Snake,8.3,0.44,Dehydration,"Dry skin, Loss of appetite",Increased hydration,Cloacal Prolapse
Snake,Corn Snake,5.2,2.58,Improper Husbandry,Vent prolapse,Regular cleaning,Cloacal Prolapse
Snake,Corn Snake,6.0,1.74,Parasite Infection,"Lethargy, Bloody stool",Antiparasitic medication,Cloacal Prolapse
Snake,Corn Snake,9.2,3.62,Parasite Infection,"Lethargy, Weight loss",Supportive care,Cloacal Prolapse
Snake,Corn Snake,6.7,1.62,Improper Husbandry,"Inflammation, Vent prolapse, Poor body condition",Antibiotic cream,Cloacal Prolapse
Snake,Corn Snake,2.0,0.09,Dehydration,Loss of appetite,Electrolyte solutions,Cloacal Prolapse
Snake,Corn Snake,8.8,2.47,Obesity,Difficulty moving,Behavioral modifications,Cloacal Prolapse
Snake,Corn Snake,8.0,1.04,Parasite Infection,Lethargy,Supportive care,Cloacal Prolapse
Snake,Corn Snake,3.7,1.14,Improper Husbandry,"Vent prolapse, Poor body condition, Inflammation",Regular cleaning,Cloacal Prolapse
Snake,Corn Snake,0.8,0.18,Obesity,"Difficulty moving, Swelling near cloaca",Increased exercise,Cloacal Prolapse
Snake,Corn Snake,7.1,2.42,Parasite Infection,"Weight loss, Bloody stool",Supportive care,Cloacal Prolapse
Snake,Corn Snake,4.3,1.68,Dehydration,"Sunken eyes, Dry skin",Soaking in lukewarm water,Cloacal Prolapse
Snake,Corn Snake,5.4,2.21,Improper Husbandry,"Vent prolapse, Poor body condition",Regular cleaning,Cloacal Prolapse
Snake,Corn Snake,7.5,3.67,Improper Husbandry,Poor body condition,Improved enclosure conditions,Cloacal Prolapse
Snake,Corn Snake,4.5,2.19,Parasite Infection,Weight loss,Supportive care,Cloacal Prolapse
Snake,Corn Snake,9.9,1.28,Improper Husbandry,"Poor body condition, Inflammation",Improved enclosure conditions,Cloacal Prolapse
Snake,Corn Snake,7.7,1.23,Improper Husbandry,Inflammation,Antibiotic cream,Cloacal Prolapse
Snake,Corn Snake,7.3,3.15,Improper Husbandry,Vent prolapse,Regular cleaning,Cloacal Prolapse
Snake,Corn Snake,4.4,0.8,Improper Husbandry,"Vent prolapse, Poor body condition, Inflammation",Improved enclosure conditions,Cloacal Prolapse
Snake,Corn Snake,4.8,1.36,Dehydration,"Sunken eyes, Loss of appetite",Electrolyte solutions,Cloacal Prolapse
Snake,Corn Snake,3.6,0.87,Parasite Infection,"Bloody stool, Weight loss, Lethargy",Antiparasitic medication,Cloacal Prolapse
Snake,Corn Snake,1.6,0.12,Dehydration,Loss of appetite,Soaking in lukewarm water,Cloacal Prolapse
Snake,Corn Snake,9.9,4.78,Parasite Infection,Lethargy,Fluid therapy,Cloacal Prolapse
Snake,Corn Snake,6.5,3.17,Obesity,"Difficulty moving, Swelling near cloaca",Diet adjustment,Cloacal Prolapse
Snake,Corn Snake,2.4,0.27,Parasite Infection,"Weight loss, Bloody stool",Fluid therapy,Cloacal Prolapse
Snake,Corn Snake,4.6,0.16,Improper Husbandry,"Vent prolapse, Inflammation",Improved enclosure conditions,Cloacal Prolapse
Snake,Corn Snake,3.6,0.84,Improper Husbandry,Vent prolapse,Antibiotic cream,Cloacal Prolapse
Snake,Corn Snake,5.7,0.37,Improper Husbandry,"Inflammation, Vent prolapse",Regular cleaning,Cloacal Prolapse
Snake,Corn Snake,7.8,1.68,Obesity,"Difficulty moving, Swelling near cloaca",Behavioral modifications,Cloacal Prolapse
Snake,Corn Snake,7.8,3.0,Parasite Infection,"Weight loss, Bloody stool",Antiparasitic medication,Cloacal Prolapse
Snake,Corn Snake,3.4,0.41,Parasite Infection,Bloody stool,Fluid therapy,Cloacal Prolapse
Snake,Corn Snake,9.8,4.2,Obesity,"Swelling near cloaca, Difficulty moving",Behavioral modifications,Cloacal Prolapse
Snake,Corn Snake,0.7,0.1,Obesity,Difficulty moving,Diet adjustment,Cloacal Prolapse
Snake,Corn Snake,4.4,0.1,Dehydration,Dry skin,Soaking in lukewarm water,Cloacal Prolapse
Snake,Corn Snake,9.0,1.1,Parasite Infection,"Lethargy, Weight loss",Supportive care,Cloacal Prolapse
Snake,Corn Snake,3.6,1.28,Parasite Infection,"Lethargy, Weight loss",Antiparasitic medication,Cloacal Prolapse
Snake,Corn Snake,8.3,3.06,Improper Husbandry,"Inflammation, Vent prolapse",Antibiotic cream,Cloacal Prolapse
Snake,Corn Snake,1.5,0.6,Improper Husbandry,"Inflammation, Vent prolapse",Improved enclosure conditions,Cloacal Prolapse
Snake,Corn Snake,1.9,0.29,Parasite Infection,Weight loss,Antiparasitic medication,Cloacal Prolapse
Snake,Corn Snake,6.9,0.99,Obesity,Swelling near cloaca,Diet adjustment,Cloacal Prolapse
Snake,Corn Snake,3.1,0.35,Parasite Infection,"Lethargy, Bloody stool, Weight loss",Fluid therapy,Cloacal Prolapse
Snake,Corn Snake,4.6,0.32,Improper Husbandry,"Vent prolapse, Poor body condition, Inflammation",Antibiotic cream,Cloacal Prolapse
Snake,Corn Snake,9.7,1.31,Obesity,Swelling near cloaca,Diet adjustment,Cloacal Prolapse
Snake,Corn Snake,2.4,0.23,Improper Husbandry,"Poor body condition, Inflammation, Vent prolapse",Regular cleaning,Cloacal Prolapse
Snake,Corn Snake,7.6,2.58,Obesity,Swelling near cloaca,Behavioral modifications,Cloacal Prolapse
Snake,Corn Snake,4.1,0.75,Obesity,"Swelling near cloaca, Difficulty moving",Behavioral modifications,Cloacal Prolapse
Snake,Corn Snake,1.7,0.66,Parasite Infection,"Weight loss, Lethargy",Antiparasitic medication,Cloacal Prolapse
Snake,Corn Snake,9.9,4.12,Parasite Infection,Bloody stool,Antiparasitic medication,Cloacal Prolapse
Snake,Corn Snake,5.7,1.42,Parasite Infection,Lethargy,Fluid therapy,Cloacal Prolapse
Snake,Corn Snake,0.6,0.16,Parasite Infection,"Weight loss, Bloody stool",Antiparasitic medication,Cloacal Prolapse
Snake,Corn Snake,3.6,0.16,Dehydration,Sunken eyes,Increased hydration,Cloacal Prolapse
Snake,Corn Snake,5.9,1.04,Dehydration,"Dry skin, Loss of appetite",Soaking in lukewarm water,Cloacal Prolapse
Snake,Corn Snake,0.8,0.21,Improper Husbandry,"Poor body condition, Inflammation, Vent prolapse",Antibiotic cream,Cloacal Prolapse
Snake,Corn Snake,1.9,0.41,Parasite Infection,"Bloody stool, Weight loss",Supportive care,Cloacal Prolapse
Snake,Corn Snake,0.8,0.02,Parasite Infection,"Bloody stool, Lethargy, Weight loss",Fluid therapy,Cloacal Prolapse
Snake,Corn Snake,9.3,3.36,Parasite Infection,"Lethargy, Bloody stool, Weight loss",Supportive care,Cloacal Prolapse
Snake,Corn Snake,2.5,0.32,Dehydration,"Sunken eyes, Dry skin, Loss of appetite",Electrolyte solutions,Cloacal Prolapse
Snake,Corn Snake,3.2,1.35,Obesity,"Swelling near cloaca, Difficulty moving",Increased exercise,Cloacal Prolapse
Snake,Corn Snake,9.8,2.6,Improper Husbandry,Vent prolapse,Improved enclosure conditions,Cloacal Prolapse
Snake,Corn Snake,2.6,0.05,Dehydration,Sunken eyes,Electrolyte solutions,Cloacal Prolapse
Snake,Corn Snake,5.9,1.85,Parasite Infection,"Bloody stool, Lethargy, Weight loss",Antiparasitic medication,Cloacal Prolapse
Snake,Corn Snake,6.0,1.8,Dehydration,Sunken eyes,Electrolyte solutions,Cloacal Prolapse
Snake,Corn Snake,5.1,0.84,Parasite Infection,"Lethargy, Weight loss, Bloody stool",Antiparasitic medication,Cloacal Prolapse
Snake,Corn Snake,7.6,1.32,Parasite Infection,"Lethargy, Bloody stool, Weight loss",Fluid therapy,Cloacal Prolapse
Snake,Corn Snake,1.3,0.36,Obesity,"Swelling near cloaca, Difficulty moving",Behavioral modifications,Cloacal Prolapse
Snake,Corn Snake,7.0,0.66,Improper Husbandry,Inflammation,Regular cleaning,Cloacal Prolapse
Snake,Corn Snake,5.3,1.28,Obesity,"Swelling near cloaca, Difficulty moving",Increased exercise,Cloacal Prolapse
Snake,Corn Snake,1.3,0.65,Parasite Infection,"Weight loss, Lethargy, Bloody stool",Antiparasitic medication,Cloacal Prolapse
Snake,Corn Snake,8.7,1.6,Dehydration,"Sunken eyes, Dry skin, Loss of appetite",Electrolyte solutions,Cloacal Prolapse
Snake,Corn Snake,5.3,0.83,Dehydration,"Dry skin, Loss of appetite, Sunken eyes",Soaking in lukewarm water,Cloacal Prolapse
Snake,King Snake,1.3,0.78,Pneumonia,"Lethargy, Loss of appetite","Antibiotics, Oxygen therapy",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,3.3,1.81,Respiratory Infection,"Open-mouth breathing, Mucus discharge","Antibiotics, Humidity adjustment",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,4.6,0.9,Nutritional Deficiency,"Lethargy, Weakness","Dietary supplementation, Vitamin injections",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,1.0,0.67,Parasitic Infection,"Irritated skin, Diarrhea","Improved hygiene, Antiparasitic medications",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,9.7,3.89,Respiratory Infection,"Mucus discharge, Open-mouth breathing","Humidity adjustment, Antibiotics",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,5.1,2.14,Nutritional Deficiency,"Poor growth, Lethargy","Vitamin injections, Dietary supplementation",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,2.3,0.58,Pneumonia,"Loss of appetite, Lethargy","Antibiotics, Oxygen therapy",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,2.8,1.6,Stomatitis,"Oral lesions, Excessive drooling","Antibiotics, Topical cleaning",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,6.2,1.98,Pneumonia,"Labored breathing, Loss of appetite","Antibiotics, Oxygen therapy",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,2.0,0.4,Nutritional Deficiency,"Weakness, Lethargy","Vitamin injections, Dietary supplementation",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,5.6,1.12,Stomatitis,"Mouth swelling, Excessive drooling","Antibiotics, Topical cleaning",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,10.0,2.38,Pneumonia,"Loss of appetite, Lethargy","Oxygen therapy, Antibiotics",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,6.5,1.91,Respiratory Infection,"Open-mouth breathing, Wheezing","Antibiotics, Humidity adjustment",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,7.9,2.45,Stomatitis,"Oral lesions, Excessive drooling","Topical cleaning, Antibiotics",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,1.8,0.94,Parasitic Infection,"Weight loss, Irritated skin","Improved hygiene, Antiparasitic medications",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,1.7,0.94,Respiratory Infection,"Open-mouth breathing, Wheezing","Antibiotics, Humidity adjustment",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,1.4,0.49,Nutritional Deficiency,"Weakness, Lethargy","Dietary supplementation, Vitamin injections",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,7.7,1.14,Parasitic Infection,"Weight loss, Diarrhea","Antiparasitic medications, Improved hygiene",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,7.6,1.53,Nutritional Deficiency,"Lethargy, Poor growth","Dietary supplementation, Vitamin injections",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,5.3,1.18,Nutritional Deficiency,"Poor growth, Lethargy","Dietary supplementation, Vitamin injections",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,2.9,1.65,Parasitic Infection,"Weight loss, Diarrhea","Improved hygiene, Antiparasitic medications",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,4.8,1.46,Respiratory Infection,"Wheezing, Open-mouth breathing","Humidity adjustment, Antibiotics",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,5.5,1.15,Stomatitis,"Excessive drooling, Oral lesions","Topical cleaning, Antibiotics",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,9.8,5.0,Respiratory Infection,"Mucus discharge, Wheezing","Humidity adjustment, Antibiotics",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,7.3,3.84,Parasitic Infection,"Irritated skin, Diarrhea","Antiparasitic medications, Improved hygiene",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,5.8,3.0,Pneumonia,"Loss of appetite, Labored breathing","Antibiotics, Oxygen therapy",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,5.9,1.52,Parasitic Infection,"Weight loss, Irritated skin","Improved hygiene, Antiparasitic medications",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,2.0,0.42,Stomatitis,"Excessive drooling, Oral lesions","Antibiotics, Topical cleaning",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,1.4,0.84,Respiratory Infection,"Mucus discharge, Open-mouth breathing","Antibiotics, Humidity adjustment",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,7.7,3.38,Nutritional Deficiency,"Poor growth, Weakness","Vitamin injections, Dietary supplementation",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,1.1,0.43,Nutritional Deficiency,"Poor growth, Lethargy","Dietary supplementation, Vitamin injections",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,3.0,1.59,Parasitic Infection,"Irritated skin, Diarrhea","Antiparasitic medications, Improved hygiene",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,7.7,3.77,Pneumonia,"Lethargy, Labored breathing","Oxygen therapy, Antibiotics",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,6.6,1.5,Respiratory Infection,"Mucus discharge, Wheezing","Antibiotics, Humidity adjustment",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,3.4,1.89,Parasitic Infection,"Irritated skin, Diarrhea","Antiparasitic medications, Improved hygiene",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,0.8,0.59,Stomatitis,"Excessive drooling, Mouth swelling","Antibiotics, Topical cleaning",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,9.4,4.1,Stomatitis,"Excessive drooling, Oral lesions","Antibiotics, Topical cleaning",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,2.2,0.84,Respiratory Infection,"Open-mouth breathing, Mucus discharge","Humidity adjustment, Antibiotics",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,1.5,0.76,Respiratory Infection,"Open-mouth breathing, Mucus discharge","Humidity adjustment, Antibiotics",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,2.1,1.06,Pneumonia,"Labored breathing, Lethargy","Oxygen therapy, Antibiotics",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,9.5,4.76,Respiratory Infection,"Open-mouth breathing, Mucus discharge","Humidity adjustment, Antibiotics",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,5.8,1.66,Pneumonia,"Labored breathing, Lethargy","Antibiotics, Oxygen therapy",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,2.7,1.32,Parasitic Infection,"Irritated skin, Diarrhea","Antiparasitic medications, Improved hygiene",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,3.2,1.17,Stomatitis,"Excessive drooling, Oral lesions","Topical cleaning, Antibiotics",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,5.7,2.94,Nutritional Deficiency,"Weakness, Poor growth","Vitamin injections, Dietary supplementation",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,5.3,1.67,Nutritional Deficiency,"Poor growth, Lethargy","Dietary supplementation, Vitamin injections",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,5.6,2.05,Respiratory Infection,"Wheezing, Open-mouth breathing","Humidity adjustment, Antibiotics",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,4.7,2.47,Stomatitis,"Mouth swelling, Oral lesions","Antibiotics, Topical cleaning",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,6.3,0.93,Respiratory Infection,"Open-mouth breathing, Mucus discharge","Antibiotics, Humidity adjustment",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,1.0,0.34,Parasitic Infection,"Weight loss, Diarrhea","Antiparasitic medications, Improved hygiene",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,7.0,1.78,Pneumonia,"Loss of appetite, Lethargy","Oxygen therapy, Antibiotics",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,4.8,1.65,Stomatitis,"Excessive drooling, Mouth swelling","Antibiotics, Topical cleaning",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,5.5,0.76,Parasitic Infection,"Weight loss, Irritated skin","Improved hygiene, Antiparasitic medications",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,8.9,2.4,Stomatitis,"Mouth swelling, Oral lesions","Topical cleaning, Antibiotics",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,4.9,2.18,Respiratory Infection,"Open-mouth breathing, Mucus discharge","Antibiotics, Humidity adjustment",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,2.3,0.61,Pneumonia,"Labored breathing, Loss of appetite","Antibiotics, Oxygen therapy",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,3.1,1.63,Pneumonia,"Lethargy, Loss of appetite","Oxygen therapy, Antibiotics",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,7.4,1.37,Parasitic Infection,"Irritated skin, Diarrhea","Improved hygiene, Antiparasitic medications",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,8.2,1.46,Pneumonia,"Labored breathing, Lethargy","Oxygen therapy, Antibiotics",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,7.7,3.66,Nutritional Deficiency,"Poor growth, Weakness","Dietary supplementation, Vitamin injections",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,2.2,0.9,Respiratory Infection,"Mucus discharge, Wheezing","Antibiotics, Humidity adjustment",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,8.1,1.37,Respiratory Infection,"Mucus discharge, Wheezing","Antibiotics, Humidity adjustment",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,7.7,2.26,Stomatitis,"Mouth swelling, Oral lesions","Antibiotics, Topical cleaning",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,0.8,0.29,Pneumonia,"Labored breathing, Lethargy","Antibiotics, Oxygen therapy",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,4.7,2.16,Pneumonia,"Loss of appetite, Labored breathing","Antibiotics, Oxygen therapy",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,7.5,3.44,Respiratory Infection,"Open-mouth breathing, Wheezing","Humidity adjustment, Antibiotics",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,5.7,0.95,Stomatitis,"Excessive drooling, Oral lesions","Topical cleaning, Antibiotics",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,2.2,0.76,Pneumonia,"Labored breathing, Loss of appetite","Oxygen therapy, Antibiotics",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,8.5,3.95,Nutritional Deficiency,"Lethargy, Weakness","Dietary supplementation, Vitamin injections",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,4.5,1.71,Parasitic Infection,"Diarrhea, Weight loss","Improved hygiene, Antiparasitic medications",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,8.3,2.33,Stomatitis,"Oral lesions, Mouth swelling","Antibiotics, Topical cleaning",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,5.4,0.81,Pneumonia,"Labored breathing, Lethargy","Antibiotics, Oxygen therapy",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,1.1,0.71,Stomatitis,"Excessive drooling, Oral lesions","Antibiotics, Topical cleaning",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,2.6,1.25,Respiratory Infection,"Open-mouth breathing, Mucus discharge","Humidity adjustment, Antibiotics",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,9.3,3.2,Stomatitis,"Oral lesions, Excessive drooling","Topical cleaning, Antibiotics",Ophidian Paramyxovirus (OPMV)
Snake,King Snake,7.5,1.25,Pneumonia,"Labored breathing, Lethargy","Antibiotics, Oxygen therapy",Ophidian Paramyxovirus (OPMV)
