Pet Species,Breed,Age (years),Weight (kg),Past Diagnosis,Symptoms,Treatment,Future Disease
Cat,Persian Cat,9.9,3.4,Chronic Urinary Tract Infections,"Discomfort while urinating, Blood in urine","Antibiotics, Increased fluid intake",Chronic Renal Failure
Cat,Persian Cat,2.3,3.3,Diabetes Mellitus,"Frequent urination, Increased thirst","Insulin therapy, Dietary management",Chronic Renal Failure
Cat,Persian Cat,0.3,3.7,Hypertension,"Loss of vision, Seizures","Blood pressure medication, Low-sodium diet",Chronic Renal Failure
Cat,Persian Cat,12.0,5.1,Diabetes Mellitus,"Weight loss, Increased thirst","Insulin therapy, Dietary management",Chronic Renal Failure
Cat,Persian Cat,0.5,2.8,Hypertension,"Seizures, Lethargy","Blood pressure medication, Low-sodium diet",Chronic Renal Failure
Cat,Persian Cat,8.7,5.5,Diabetes Mellitus,"Frequent urination, Weight loss","Insulin therapy, Dietary management",Chronic Renal Failure
Cat,Persian Cat,4.0,4.5,Hypertension,"Loss of vision, Lethargy","Blood pressure medication, Low-sodium diet",Chronic Renal Failure
Cat,Persian Cat,7.9,4.6,Polycystic Kidney Disease,"Increased thirst, Lethargy","Dietary management, Fluid therapy, Medication to manage symptoms",Chronic Renal Failure
Cat,Persian Cat,0.8,1.3,Corneal Ulcer,"Cloudy eye, Excessive tearing",Surgical correction,Entropion
Cat,Persian Cat,13.0,4.5,Corneal Ulcer,"Excessive tearing, Eye redness",Pain relief,Entropion
Cat,Persian Cat,4.9,3.2,Upper Respiratory Infection,"Sneezing, Coughing",Antibiotics,Entropion
Cat,Persian Cat,7.8,4.8,Corneal Ulcer,"Eye redness, Excessive tearing",Antibiotic eye drops,Entropion
Cat,Persian Cat,11.2,4.3,Corneal Ulcer,"Excessive tearing, Squinting",Antibiotic eye drops,Entropion
Cat,Persian Cat,14.1,4.9,Cataract,"Difficulty seeing, Cloudy eyes",Steroid eye drops,Entropion
Cat,Persian Cat,0.4,1.9,Corneal Ulcer,"Eye redness, Cloudy eye",Pain relief,Entropion
Cat,Persian Cat,1.9,3.0,Upper Respiratory Infection,"Coughing, Sneezing",Antibiotics,Entropion
Cat,Persian Cat,8.1,3.2,Entropion (prior),"Eye irritation, Squinting",Surgical correction,Entropion
Cat,Persian Cat,3.9,2.6,Keratoconjunctivitis Sicca,"Dry eyes, Redness",Steroid eye drops,Entropion
Cat,Persian Cat,14.0,5.6,Entropion (prior),"Excessive tearing, Squinting",Antibiotics,Entropion
Cat,Persian Cat,10.6,4.6,Corneal Ulcer,"Excessive tearing, Eye redness",Pain relief,Entropion
Cat,Persian Cat,11.9,5.8,Cataract,"Redness, Difficulty seeing",Surgical removal,Entropion
Cat,Persian Cat,10.5,5.2,Corneal Ulcer,"Eye redness, Cloudy eye",Antibiotic eye drops,Entropion
Cat,Persian Cat,6.4,5.0,Corneal Ulcer,"Squinting, Cloudy eye",Antibiotic eye drops,Entropion
Cat,Persian Cat,12.1,4.5,Upper Respiratory Infection,"Sneezing, Nasal discharge",Humidified air,Entropion
Cat,Persian Cat,3.1,3.5,Keratoconjunctivitis Sicca,"Dry eyes, Eye irritation",Steroid eye drops,Entropion
Cat,Persian Cat,14.9,4.0,Upper Respiratory Infection,"Nasal discharge, Sneezing",Humidified air,Entropion
Cat,Persian Cat,4.0,4.3,Cataract,"Difficulty seeing, Cloudy eyes",Steroid eye drops,Entropion
Cat,Persian Cat,4.7,2.9,Conjunctivitis,"Eye discharge, Red eyes",Warm compresses,Entropion
Cat,Persian Cat,7.4,5.0,Upper Respiratory Infection,"Coughing, Fever",Humidified air,Entropion
Cat,Persian Cat,4.2,2.8,Upper Respiratory Infection,"Sneezing, Nasal discharge",Rest,Entropion
Cat,Persian Cat,5.6,4.6,Keratoconjunctivitis Sicca,"Dry eyes, Redness",Steroid eye drops,Entropion
Cat,Persian Cat,9.4,3.7,Upper Respiratory Infection,"Coughing, Nasal discharge",Humidified air,Entropion
Cat,Persian Cat,4.5,2.8,Conjunctivitis,"Watery eyes, Eye discharge",Warm compresses,Entropion
Cat,Persian Cat,2.1,3.2,Cataract,"Cloudy eyes, Redness",Steroid eye drops,Entropion
Cat,Persian Cat,10.1,5.7,Upper Respiratory Infection,"Coughing, Sneezing",Humidified air,Entropion
Cat,Persian Cat,9.4,5.2,Keratoconjunctivitis Sicca,"Eye irritation, Dry eyes",Artificial tears,Entropion
Cat,Persian Cat,10.4,4.7,Upper Respiratory Infection,"Nasal discharge, Sneezing",Humidified air,Entropion
Cat,Persian Cat,0.8,1.8,Entropion (prior),"Eye irritation, Squinting",Surgical correction,Entropion
Cat,Persian Cat,2.9,2.5,Keratoconjunctivitis Sicca,"Dry eyes, Eye irritation",Artificial tears,Entropion
Cat,Persian Cat,8.6,5.0,Conjunctivitis,"Eye discharge, Red eyes",Antibiotic eye drops,Entropion
Cat,Persian Cat,9.9,3.5,Conjunctivitis,"Red eyes, Eye discharge",Warm compresses,Entropion
Cat,Persian Cat,0.6,1.9,Entropion (prior),"Eye irritation, Excessive tearing",Antibiotics,Entropion
Cat,Persian Cat,4.2,4.2,Cataract,"Cloudy eyes, Difficulty seeing",Steroid eye drops,Entropion
Cat,Persian Cat,6.5,3.0,Upper Respiratory Infection,"Nasal discharge, Fever",Antibiotics,Entropion
Cat,Persian Cat,14.1,3.7,Conjunctivitis,"Eye discharge, Watery eyes",Antibiotic eye drops,Entropion
Cat,Persian Cat,10.5,4.3,Cataract,"Difficulty seeing, Cloudy eyes",Steroid eye drops,Entropion
Cat,Persian Cat,8.0,4.2,Cataract,"Redness, Cloudy eyes",Surgical removal,Entropion
Cat,Persian Cat,4.8,3.8,Cataract,"Redness, Cloudy eyes",Surgical removal,Entropion
Cat,Persian Cat,8.2,3.1,Corneal Ulcer,"Excessive tearing, Cloudy eye",Pain relief,Entropion
Cat,Persian Cat,13.4,3.8,Corneal Ulcer,"Squinting, Cloudy eye",Antibiotic eye drops,Entropion
Cat,Persian Cat,11.0,4.3,Keratoconjunctivitis Sicca,"Dry eyes, Redness",Steroid eye drops,Entropion
Cat,Persian Cat,10.1,4.1,Upper Respiratory Infection,"Coughing, Nasal discharge",Antibiotics,Entropion
Cat,Persian Cat,4.4,2.7,Corneal Ulcer,"Eye redness, Cloudy eye",Surgical correction,Entropion
Cat,Persian Cat,7.6,4.7,Cataract,"Difficulty seeing, Cloudy eyes",Steroid eye drops,Entropion
Cat,Persian Cat,0.5,2.0,Keratoconjunctivitis Sicca,"Squinting, Redness",Steroid eye drops,Entropion
Cat,Persian Cat,9.3,4.3,Entropion (prior),"Excessive tearing, Squinting",Antibiotics,Entropion
Cat,Persian Cat,6.8,3.6,Conjunctivitis,"Watery eyes, Eye discharge",Steroid eye drops,Entropion
Cat,Persian Cat,4.1,4.3,Cataract,"Cloudy eyes, Redness",Surgical removal,Entropion
Cat,Persian Cat,14.3,3.8,Keratoconjunctivitis Sicca,"Dry eyes, Eye irritation",Steroid eye drops,Entropion
Cat,Persian Cat,6.9,3.7,Keratoconjunctivitis Sicca,"Dry eyes, Redness",Artificial tears,Entropion
Cat,Persian Cat,1.6,3.8,Upper Respiratory Infection,"Sneezing, Fever",Humidified air,Entropion
Cat,Persian Cat,9.1,3.4,Upper Respiratory Infection,"Sneezing, Fever",Antibiotics,Entropion
Cat,Persian Cat,3.2,2.8,Corneal Ulcer,"Cloudy eye, Eye redness",Pain relief,Entropion
Cat,Persian Cat,5.4,4.5,Keratoconjunctivitis Sicca,"Eye irritation, Redness",Steroid eye drops,Entropion
Cat,Persian Cat,7.4,3.9,Entropion (prior),"Excessive tearing, Eye irritation",Pain management,Entropion
Cat,Persian Cat,3.8,4.5,Entropion (prior),"Eye irritation, Squinting",Pain management,Entropion
Cat,Persian Cat,4.4,3.1,Entropion (prior),"Eye irritation, Excessive tearing",Surgical correction,Entropion
Cat,Persian Cat,4.5,3.4,Entropion (prior),"Excessive tearing, Squinting",Antibiotics,Entropion
Cat,Persian Cat,0.8,1.7,Cataract,"Cloudy eyes, Difficulty seeing",Steroid eye drops,Entropion
Cat,Persian Cat,1.5,3.6,Keratoconjunctivitis Sicca,"Eye irritation, Redness",Artificial tears,Entropion
Cat,Persian Cat,3.2,4.0,Corneal Ulcer,"Eye redness, Cloudy eye",Surgical correction,Entropion
Cat,Persian Cat,12.0,4.8,Upper Respiratory Infection,"Sneezing, Coughing",Antibiotics,Entropion
Cat,Persian Cat,13.9,4.4,Upper Respiratory Infection,"Coughing, Fever",Antibiotics,Entropion
Cat,Persian Cat,4.0,2.8,Corneal Ulcer,"Squinting, Cloudy eye",Antibiotic eye drops,Entropion
Cat,Persian Cat,1.3,3.6,Upper Respiratory Infection,"Sneezing, Fever",Humidified air,Entropion
Cat,Persian Cat,10.8,4.0,Entropion (prior),"Eye irritation, Excessive tearing",Surgical correction,Entropion
Cat,Persian Cat,7.1,5.3,Upper Respiratory Infection,"Fever, Sneezing",Rest,Entropion
Cat,Persian Cat,8.4,4.3,Cataract,"Redness, Cloudy eyes",Surgical removal,Entropion
Cat,Persian Cat,6.0,3.7,Cataract,"Cloudy eyes, Redness",Surgical removal,Entropion
Cat,Persian Cat,2.5,3.5,Keratoconjunctivitis Sicca,"Eye irritation, Redness",Steroid eye drops,Entropion
Cat,Persian Cat,1.1,4.2,Conjunctivitis,"Eye discharge, Red eyes",Antibiotic eye drops,Entropion
Cat,Persian Cat,14.4,5.7,Entropion (prior),"Excessive tearing, Eye irritation",Pain management,Entropion
Cat,Persian Cat,1.4,2.8,Entropion (prior),"Squinting, Eye irritation",Antibiotics,Entropion
Cat,Persian Cat,13.4,5.8,Corneal Ulcer,"Cloudy eye, Eye redness",Antibiotic eye drops,Entropion
Cat,Persian Cat,8.7,3.4,Entropion (prior),"Eye irritation, Excessive tearing",Surgical correction,Entropion
Cat,Persian Cat,9.7,3.6,Entropion (prior),"Excessive tearing, Squinting",Pain management,Entropion
Cat,Persian Cat,3.2,3.0,Conjunctivitis,"Red eyes, Eye discharge",Warm compresses,Entropion
Cat,Persian Cat,11.4,3.9,Cataract,"Redness, Difficulty seeing",Steroid eye drops,Entropion
Cat,Persian Cat,4.3,3.2,Keratoconjunctivitis Sicca,"Dry eyes, Redness",Steroid eye drops,Entropion
Cat,Persian Cat,6.7,3.9,Keratoconjunctivitis Sicca,"Dry eyes, Squinting",Steroid eye drops,Entropion
Cat,Persian Cat,12.4,5.2,Corneal Ulcer,"Cloudy eye, Squinting",Antibiotic eye drops,Entropion
Cat,Persian Cat,10.1,5.3,Entropion (prior),"Excessive tearing, Squinting",Surgical correction,Entropion
Cat,Persian Cat,9.7,3.3,Conjunctivitis,"Red eyes, Watery eyes",Antibiotic eye drops,Entropion
Cat,Persian Cat,4.0,3.2,Conjunctivitis,"Eye discharge, Red eyes",Steroid eye drops,Entropion
Cat,Persian Cat,0.7,1.2,Keratoconjunctivitis Sicca,"Redness, Squinting",Steroid eye drops,Entropion
Cat,Persian Cat,10.7,3.6,Entropion (prior),"Eye irritation, Excessive tearing",Surgical correction,Entropion
Cat,Persian Cat,9.1,3.8,Conjunctivitis,"Eye discharge, Red eyes",Steroid eye drops,Entropion
Cat,Persian Cat,0.6,1.9,Conjunctivitis,"Watery eyes, Red eyes",Steroid eye drops,Entropion
Cat,Persian Cat,5.2,3.5,Upper Respiratory Infection,"Coughing, Sneezing",Humidified air,Entropion
Cat,Persian Cat,5.6,4.6,Conjunctivitis,"Eye discharge, Watery eyes",Antibiotic eye drops,Entropion
Cat,Persian Cat,3.3,3.7,Upper Respiratory Infection,"Sneezing, Fever",Rest,Entropion
Cat,Persian Cat,5.2,4.2,Cataract,"Cloudy eyes, Redness",Surgical removal,Entropion
Cat,Persian Cat,3.1,3.6,Upper Respiratory Infection,"Sneezing, Coughing",Rest,Entropion
Cat,Persian Cat,11.4,4.1,Upper Respiratory Infection,"Nasal discharge, Coughing",Rest,Entropion
Cat,Persian Cat,12.1,4.7,Entropion (prior),"Eye irritation, Excessive tearing",Antibiotics,Entropion
Cat,Persian Cat,12.9,5.4,Entropion (prior),"Excessive tearing, Squinting",Surgical correction,Entropion
Cat,Persian Cat,3.1,4.1,Conjunctivitis,"Eye discharge, Watery eyes",Warm compresses,Entropion
Cat,Persian Cat,7.4,4.5,Conjunctivitis,"Eye discharge, Red eyes",Warm compresses,Entropion
Cat,Persian Cat,9.7,5.9,Hypertrophic Cardiomyopathy (HCM),Weakness,Diuretics for fluid buildup,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,0.6,1.2,Cataracts,Cloudy eyes,Surgical removal of cataract,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,4.3,2.3,Diabetes,Frequent urination,Insulin injections,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,3.5,2.0,Diabetes,Frequent urination,Exercise management,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,11.1,5.8,Chronic Kidney Disease (CKD),Increased urination,Blood pressure medications,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,10.2,5.5,Hypertrophic Cardiomyopathy (HCM),Fainting,Diuretics for fluid buildup,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,13.4,3.5,Chronic Kidney Disease (CKD),Increased urination,Blood pressure medications,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,1.5,1.4,Diabetes,Frequent urination,Exercise management,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,6.4,4.5,Feline Lower Urinary Tract Disease (FLUTD),Frequent urination,Pain relief medication,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,0.6,1.2,Cataracts,Frequent bumping into objects,Surgical removal of cataract,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,3.4,2.0,Feline Lower Urinary Tract Disease (FLUTD),Urinating outside the litter box,Dietary change,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,7.7,3.6,Cataracts,Dilated pupils,Vision aids,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,0.6,1.2,Chronic Kidney Disease (CKD),Dehydration,Renal diet,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,3.1,1.9,Chronic Kidney Disease (CKD),Vomiting,Renal diet,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,9.8,4.2,Cataracts,Frequent bumping into objects,Vision aids,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,8.3,3.2,Hypertrophic Cardiomyopathy (HCM),Rapid breathing,Diuretics for fluid buildup,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,3.5,2.0,Hypertrophic Cardiomyopathy (HCM),Exercise intolerance,Beta blockers,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,8.9,4.1,Chronic Kidney Disease (CKD),Vomiting,Renal diet,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,12.2,6.0,Chronic Kidney Disease (CKD),Vomiting,Subcutaneous fluids,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,0.3,1.1,Feline Lower Urinary Tract Disease (FLUTD),Frequent urination,Pain relief medication,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,12.1,3.8,Diabetes,Increased appetite,Exercise management,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,10.5,5.4,Chronic Kidney Disease (CKD),Vomiting,Renal diet,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,5.2,4.4,Cataracts,Cloudy eyes,Surgical removal of cataract,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,2.5,1.8,Hypertrophic Cardiomyopathy (HCM),Weakness,Beta blockers,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,14.4,4.3,Hypertrophic Cardiomyopathy (HCM),Weakness,Diuretics for fluid buildup,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,5.2,5.9,Feline Lower Urinary Tract Disease (FLUTD),Urinating outside the litter box,Pain relief medication,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,1.6,1.5,Hypertrophic Cardiomyopathy (HCM),Fainting,Diuretics for fluid buildup,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,1.6,1.5,Hypertrophic Cardiomyopathy (HCM),Increased heart rate,Diuretics for fluid buildup,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,12.7,6.0,Diabetes,Frequent urination,Monitoring blood sugar levels,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,9.1,4.7,Obesity,Difficulty breathing,Special diet,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,12.1,5.2,Cataracts,Impaired vision,Eye drops to prevent further damage,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,11.0,3.5,Diabetes,Weight loss,Monitoring blood sugar levels,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,8.1,3.9,Obesity,Difficulty breathing,Special diet,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,14.6,5.9,Hypertrophic Cardiomyopathy (HCM),Fainting,Beta blockers,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,5.8,4.7,Feline Lower Urinary Tract Disease (FLUTD),Frequent urination,Antibiotics,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,8.4,4.6,Feline Lower Urinary Tract Disease (FLUTD),Urinating outside the litter box,Pain relief medication,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,12.5,5.2,Hypertrophic Cardiomyopathy (HCM),Weakness,Calcium channel blockers,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,9.4,3.2,Chronic Kidney Disease (CKD),Vomiting,Medications to control symptoms,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,13.0,4.8,Obesity,Lethargy,Calorie restriction,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,8.7,4.5,Hypertrophic Cardiomyopathy (HCM),Fainting,Calcium channel blockers,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,10.6,5.6,Feline Lower Urinary Tract Disease (FLUTD),Straining to urinate,Pain relief medication,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,0.9,1.3,Feline Lower Urinary Tract Disease (FLUTD),Frequent urination,Pain relief medication,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,3.6,2.1,Obesity,Difficulty breathing,Calorie restriction,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,4.5,2.3,Cataracts,Cloudy eyes,Surgical removal of cataract,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,1.4,1.4,Hypertrophic Cardiomyopathy (HCM),Rapid breathing,Beta blockers,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,3.6,2.1,Diabetes,Increased appetite,Monitoring blood sugar levels,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,1.7,1.5,Hypertrophic Cardiomyopathy (HCM),Exercise intolerance,Diuretics for fluid buildup,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,4.3,2.3,Cataracts,Frequent bumping into objects,Eye drops to prevent further damage,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,9.6,3.5,Obesity,Lethargy,Appetite suppressants,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,5.6,5.9,Obesity,Excessive weight gain,Special diet,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,5.7,3.2,Feline Lower Urinary Tract Disease (FLUTD),Blood in urine,Antibiotics,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,3.3,2.0,Cataracts,Frequent bumping into objects,Surgical removal of cataract,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,4.2,2.3,Obesity,Difficulty moving,Special diet,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,14.1,3.6,Chronic Kidney Disease (CKD),Increased urination,Medications to control symptoms,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,9.8,4.8,Hypertrophic Cardiomyopathy (HCM),Fainting,Diuretics for fluid buildup,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,9.2,5.0,Feline Lower Urinary Tract Disease (FLUTD),Blood in urine,Antibiotics,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,2.7,1.8,Diabetes,Weight loss,Special diet,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,11.0,3.7,Cataracts,Frequent bumping into objects,Vision aids,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,2.6,1.8,Feline Lower Urinary Tract Disease (FLUTD),Blood in urine,Pain relief medication,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,5.8,3.4,Obesity,Difficulty breathing,Appetite suppressants,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,14.8,5.7,Obesity,Difficulty moving,Calorie restriction,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,9.7,3.7,Diabetes,Excessive thirst,Special diet,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,8.4,4.8,Diabetes,Increased appetite,Special diet,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,10.3,4.9,Diabetes,Excessive thirst,Exercise management,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,12.7,4.3,Diabetes,Excessive thirst,Special diet,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,11.7,4.8,Diabetes,Weight loss,Insulin injections,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,3.6,2.1,Chronic Kidney Disease (CKD),Increased urination,Renal diet,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,0.7,1.2,Hypertrophic Cardiomyopathy (HCM),Rapid breathing,Calcium channel blockers,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,4.9,2.5,Cataracts,Cloudy eyes,Vision aids,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,4.2,2.3,Feline Lower Urinary Tract Disease (FLUTD),Frequent urination,Dietary change,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,3.3,2.0,Diabetes,Frequent urination,Monitoring blood sugar levels,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,14.2,4.6,Hypertrophic Cardiomyopathy (HCM),Exercise intolerance,Beta blockers,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,13.2,5.8,Obesity,Excessive weight gain,Appetite suppressants,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,4.9,2.5,Hypertrophic Cardiomyopathy (HCM),Increased heart rate,Aspirin for blood clot prevention,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,9.9,3.6,Diabetes,Frequent urination,Monitoring blood sugar levels,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,6.1,5.1,Feline Lower Urinary Tract Disease (FLUTD),Straining to urinate,Dietary change,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,13.7,3.7,Diabetes,Frequent urination,Monitoring blood sugar levels,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,7.0,4.2,Hypertrophic Cardiomyopathy (HCM),Fainting,Diuretics for fluid buildup,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,4.1,2.2,Obesity,Excessive weight gain,Calorie restriction,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,3.9,2.2,Hypertrophic Cardiomyopathy (HCM),Increased heart rate,Beta blockers,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,8.5,5.0,Diabetes,Frequent urination,Monitoring blood sugar levels,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,4.1,2.2,Cataracts,Frequent bumping into objects,Eye drops to prevent further damage,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,8.9,3.9,Hypertrophic Cardiomyopathy (HCM),Weakness,Aspirin for blood clot prevention,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,13.5,3.9,Cataracts,Dilated pupils,Eye drops to prevent further damage,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,6.1,5.3,Diabetes,Frequent urination,Exercise management,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,3.4,2.0,Hypertrophic Cardiomyopathy (HCM),Increased heart rate,Beta blockers,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,15.0,3.2,Obesity,Excessive weight gain,Calorie restriction,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,7.7,4.4,Chronic Kidney Disease (CKD),Increased urination,Subcutaneous fluids,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,1.5,1.4,Chronic Kidney Disease (CKD),Weight loss,Renal diet,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,0.9,1.3,Cataracts,Cloudy eyes,Eye drops to prevent further damage,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,1.8,1.5,Diabetes,Excessive thirst,Exercise management,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,9.5,6.0,Cataracts,Dilated pupils,Eye drops to prevent further damage,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,11.9,6.0,Diabetes,Increased appetite,Insulin injections,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,6.4,3.2,Diabetes,Increased appetite,Special diet,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,1.1,1.3,Chronic Kidney Disease (CKD),Increased urination,Blood pressure medications,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,5.8,3.6,Obesity,Excessive weight gain,Appetite suppressants,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,14.9,3.8,Obesity,Lethargy,Special diet,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,8.0,5.8,Hypertrophic Cardiomyopathy (HCM),Rapid breathing,Calcium channel blockers,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,14.6,5.6,Cataracts,Dilated pupils,Eye drops to prevent further damage,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,12.9,5.6,Obesity,Excessive weight gain,Appetite suppressants,Progressive Retinal Atrophy (PRA)
Cat,Persian Cat,9.0,5.3,Ringworm,"Hair loss, Red circular patches on skin",Antifungal medications,Mycoses
Cat,Persian Cat,7.0,3.1,Immune Deficiency,"Recurring infections, Slow wound healing",Immune-boosting supplements,Mycoses
Cat,Persian Cat,9.9,4.2,Ringworm,"Hair loss, Red circular patches on skin",Antifungal medications,Mycoses
Cat,Persian Cat,2.1,4.7,Skin Allergies,"Itching, Redness, Flaky skin",Antihistamines and corticosteroids,Mycoses
Cat,Persian Cat,2.4,4.3,Fungal Infection,"Scaly skin, Crust formation, Inflammation",Topical antifungal creams,Mycoses
Cat,Persian Cat,6.1,3.4,Immune Deficiency,"Recurring infections, Slow wound healing",Immune-boosting supplements,Mycoses
Cat,Persian Cat,15.0,6.0,Fungal Infection,"Scaly skin, Crust formation, Inflammation",Topical antifungal creams,Mycoses
Cat,Persian Cat,13.5,4.9,Immune Deficiency,"Recurring infections, Slow wound healing",Immune-boosting supplements,Mycoses
Cat,Persian Cat,13.9,5.8,Ringworm,"Hair loss, Red circular patches on skin",Antifungal medications,Mycoses
Cat,Persian Cat,13.5,5.9,Ringworm,"Hair loss, Red circular patches on skin",Antifungal medications,Mycoses
Cat,Persian Cat,2.4,4.0,Skin Allergies,"Itching, Redness, Flaky skin",Antihistamines and corticosteroids,Mycoses
Cat,Persian Cat,11.8,4.7,Skin Allergies,"Itching, Redness, Flaky skin",Antihistamines and corticosteroids,Mycoses
Cat,Persian Cat,11.8,5.6,Skin Allergies,"Itching, Redness, Flaky skin",Antihistamines and corticosteroids,Mycoses
Cat,Persian Cat,12.5,4.6,Skin Allergies,"Itching, Redness, Flaky skin",Antihistamines and corticosteroids,Mycoses
Cat,Persian Cat,3.0,3.5,Skin Allergies,"Itching, Redness, Flaky skin",Antihistamines and corticosteroids,Mycoses
Cat,Persian Cat,5.6,3.3,Immune Deficiency,"Recurring infections, Slow wound healing",Immune-boosting supplements,Mycoses
Cat,Persian Cat,6.9,4.1,Ringworm,"Hair loss, Red circular patches on skin",Antifungal medications,Mycoses
Cat,Persian Cat,5.1,4.0,Skin Allergies,"Itching, Redness, Flaky skin",Antihistamines and corticosteroids,Mycoses
