Pet Species,Breed,Age (years),Weight (kg),Past Diagnosis,Symptoms,Treatment,Future Disease
Dog,Aspin,0.1,5.7,Fungal Infection,Red Spots,Antifungal Shampoo,Mange
Dog,Aspin,8.3,29.5,"Allergic Dermatitis, Fungal Infection","Red Skin, Hair Loss","Steroidal Cream, Topical Antifungal Cream",Mange
Dog,Aspin,12.2,20.6,Allergic Dermatitis,Swelling,Steroidal Cream,Mange
Dog,Aspin,13.3,7.3,Parasitic Infection,Dry Skin,Antiparasitic Treatment,Mange
Dog,Aspin,5.0,10.2,"Fungal Infection, Allergic Dermatitis","Red Spots, Swelling","Antifungal Shampoo, Steroidal Cream",Mange
Dog,Aspin,8.9,13.4,"Allergic Dermatitis, Fungal Infection","Itching, Itching","Antihistamines, Topical Antifungal Cream",Mange
Dog,Aspin,2.0,25.2,Parasitic Infection,Hair Loss,Medicated Bath,Mange
Dog,Aspin,9.6,19.7,Fungal Infection,Red Spots,Topical Antifungal Cream,Mange
Dog,Aspin,14.5,13.2,"Fungal Infection, Parasitic Infection","Red Spots, Hair Loss","Topical Antifungal Cream, Antiparasitic Treatment",Mange
Dog,Aspin,8.6,15.6,"Parasitic Infection, Fungal Infection","Hair Loss, Red Spots","Medicated Bath, Antifungal Shampoo",Mange
Dog,Aspin,9.0,15.8,"Allergic Dermatitis, Fungal Infection","Itching, Itching","Steroidal Cream, Topical Antifungal Cream",Mange
Dog,Aspin,4.9,8.1,Fungal Infection,Itching,Topical Antifungal Cream,Mange
Dog,Aspin,13.9,4.1,"Fungal Infection, Parasitic Infection","Itching, Dry Skin","Topical Antifungal Cream, Medicated Bath",Mange
Dog,Aspin,14.5,19.0,"Parasitic Infection, Allergic Dermatitis","Scratching, Red Skin","Antiparasitic Treatment, Steroidal Cream",Mange
Dog,Aspin,11.9,23.3,"Allergic Dermatitis, Parasitic Infection","Red Skin, Scratching","Antihistamines, Medicated Bath",Mange
Dog,Aspin,7.9,17.5,"Fungal Infection, Parasitic Infection","Hair Loss, Hair Loss","Topical Antifungal Cream, Medicated Bath",Mange
Dog,Aspin,0.7,9.6,Allergic Dermatitis,Swelling,Steroidal Cream,Mange
Dog,Aspin,12.9,19.1,Allergic Dermatitis,Red Skin,Antihistamines,Mange
Dog,Aspin,8.8,12.7,Allergic Dermatitis,Swelling,Steroidal Cream,Mange
Dog,Aspin,13.2,14.0,"Parasitic Infection, Fungal Infection","Scratching, Hair Loss","Antiparasitic Treatment, Topical Antifungal Cream",Mange
Dog,Aspin,11.2,5.7,Parasitic Infection,Hair Loss,Medicated Bath,Mange
Dog,Aspin,10.0,27.0,"Allergic Dermatitis, Parasitic Infection","Swelling, Dry Skin","Steroidal Cream, Antiparasitic Treatment",Mange
Dog,Aspin,9.6,28.9,"Fungal Infection, Parasitic Infection","Red Spots, Hair Loss","Antifungal Shampoo, Antiparasitic Treatment",Mange
Dog,Aspin,1.5,14.6,Allergic Dermatitis,Swelling,Steroidal Cream,Mange
Dog,Aspin,5.7,15.4,Parasitic Infection,Dry Skin,Antiparasitic Treatment,Mange
Dog,Aspin,6.6,25.9,Fungal Infection,Itching,Antifungal Shampoo,Mange
Dog,Aspin,4.4,17.2,Parasitic Infection,Hair Loss,Medicated Bath,Mange
Dog,Aspin,14.5,19.0,Allergic Dermatitis,Itching,Steroidal Cream,Mange
Dog,Aspin,5.3,29.3,Fungal Infection,Red Spots,Topical Antifungal Cream,Mange
Dog,Aspin,11.0,18.0,"Allergic Dermatitis, Parasitic Infection","Itching, Scratching","Steroidal Cream, Medicated Bath",Mange
Dog,Aspin,1.7,13.3,Trauma to Pelvis; Limping Syndrome,Restricted Movement; Swelling in Joints,Surgery; Anti-inflammatory Medication,Hip Dysplasia
Dog,Aspin,6.6,25.4,Obesity,Difficulty Moving,Diet Modification,Hip Dysplasia
Dog,Aspin,10.0,22.9,Trauma to Pelvis; Obesity,Restricted Movement; Lethargy,Surgery; Exercise Program,Hip Dysplasia
Dog,Aspin,3.3,19.4,Obesity; Joint Dysplasia,Lethargy; Reduced Mobility,Diet Modification; Surgical Intervention,Hip Dysplasia
Dog,Aspin,4.9,15.3,Obesity,Excess Fat,Weight Monitoring,Hip Dysplasia
Dog,Aspin,2.1,17.8,Arthritis; Joint Dysplasia,Pain in Joints; Abnormal Gait,Physical Therapy; Anti-inflammatory Drugs,Hip Dysplasia
Dog,Aspin,10.1,30.0,Limping Syndrome,Swelling in Joints,Rest,Hip Dysplasia
Dog,Aspin,6.2,23.9,Joint Dysplasia,Reduced Mobility,Surgical Intervention,Hip Dysplasia
Dog,Aspin,5.1,23.8,Obesity,Excess Fat,Exercise Program,Hip Dysplasia
Dog,Aspin,11.4,27.5,Arthritis; Trauma to Pelvis,Difficulty Standing; Restricted Movement,Pain Relief Medication; Surgery,Hip Dysplasia
Dog,Aspin,4.4,19.1,Arthritis,Stiffness,Pain Relief Medication,Hip Dysplasia
Dog,Aspin,3.1,12.3,Trauma to Pelvis; Joint Dysplasia,Severe Limping; Weakness,Surgery; Weight Management,Hip Dysplasia
Dog,Aspin,10.1,24.4,Obesity; Arthritis,Lethargy; Stiffness,Weight Monitoring; Pain Relief Medication,Hip Dysplasia
Dog,Aspin,10.9,36.6,Trauma to Pelvis; Obesity,Restricted Movement; Difficulty Moving,Physical Rehabilitation; Diet Modification,Hip Dysplasia
Dog,Aspin,1.3,17.0,Arthritis; Limping Syndrome,Stiffness; Limping,Joint Supplements; Rest,Hip Dysplasia
Dog,Aspin,2.4,12.4,Limping Syndrome,Swelling in Joints,Bandaging,Hip Dysplasia
Dog,Aspin,11.4,28.2,Trauma to Pelvis,Pain on Touch,Surgery,Hip Dysplasia
Dog,Aspin,4.1,18.0,Trauma to Pelvis; Arthritis,Pain on Touch; Difficulty Standing,Surgery; Physical Therapy,Hip Dysplasia
Dog,Aspin,6.8,18.2,Obesity; Trauma to Pelvis,Lethargy; Severe Limping,Exercise Program; Surgery,Hip Dysplasia
Dog,Aspin,8.8,20.2,Arthritis,Pain in Joints,Pain Relief Medication,Hip Dysplasia
Dog,Aspin,1.0,12.9,Joint Dysplasia,Weakness,Anti-inflammatory Drugs,Hip Dysplasia
Dog,Aspin,2.0,11.4,Joint Dysplasia; Arthritis,Abnormal Gait; Stiffness,Surgical Intervention; Physical Therapy,Hip Dysplasia
Dog,Aspin,7.7,28.3,Obesity,Excess Fat,Weight Monitoring,Hip Dysplasia
Dog,Aspin,8.5,30.1,Trauma to Pelvis; Joint Dysplasia,Restricted Movement; Weakness,Surgery; Weight Management,Hip Dysplasia
Dog,Aspin,7.8,24.0,Joint Dysplasia,Abnormal Gait,Surgical Intervention,Hip Dysplasia
Dog,Aspin,4.4,18.2,Arthritis; Obesity,Pain in Joints; Excess Fat,Physical Therapy; Weight Monitoring,Hip Dysplasia
Dog,Aspin,7.2,17.8,Trauma to Pelvis; Obesity,Severe Limping; Difficulty Moving,Physical Rehabilitation; Exercise Program,Hip Dysplasia
Dog,Aspin,5.9,21.2,Arthritis,Stiffness,Joint Supplements,Hip Dysplasia
Dog,Aspin,6.5,27.7,Arthritis; Joint Dysplasia,Stiffness; Abnormal Gait,Joint Supplements; Weight Management,Hip Dysplasia
Dog,Aspin,8.0,19.1,Limping Syndrome,Swelling in Joints,Rest,Hip Dysplasia
Dog,Aspin,1.2,11.0,Joint Dysplasia; Trauma to Pelvis,Weakness; Pain on Touch,Anti-inflammatory Drugs; Surgery,Hip Dysplasia
Dog,Aspin,1.4,9.5,Trauma to Pelvis,Restricted Movement,Surgery,Hip Dysplasia
Dog,Aspin,7.0,23.5,Obesity; Arthritis,Difficulty Moving; Pain in Joints,Weight Monitoring; Joint Supplements,Hip Dysplasia
Dog,Aspin,5.0,16.7,Trauma to Pelvis,Pain on Touch,Pain Medication,Hip Dysplasia
Dog,Aspin,6.1,21.8,Arthritis,Pain in Joints,Physical Therapy,Hip Dysplasia
Dog,Aspin,11.6,34.8,Limping Syndrome; Trauma to Pelvis,Limping; Severe Limping,Rest; Pain Medication,Hip Dysplasia
Dog,Aspin,6.3,19.1,Obesity,Excess Fat,Diet Modification,Hip Dysplasia
Dog,Aspin,2.0,18.3,Arthritis; Limping Syndrome,Stiffness; Limping,Physical Therapy; Anti-inflammatory Medication,Hip Dysplasia
Dog,Aspin,8.6,23.5,Arthritis,Pain in Joints,Physical Therapy,Hip Dysplasia
Dog,Aspin,1.2,10.5,Limping Syndrome,Limping,Bandaging,Hip Dysplasia
Dog,Aspin,3.1,20.9,Obesity,Lethargy,Weight Monitoring,Hip Dysplasia
Dog,Aspin,7.9,24.5,Obesity; Arthritis,Excess Fat; Stiffness,Weight Monitoring; Pain Relief Medication,Hip Dysplasia
Dog,Aspin,5.2,20.8,Trauma to Pelvis; Arthritis,Restricted Movement; Pain in Joints,Pain Medication; Pain Relief Medication,Hip Dysplasia
Dog,Aspin,9.8,23.2,Limping Syndrome; Joint Dysplasia,Favoring One Leg; Weakness,Rest; Anti-inflammatory Drugs,Hip Dysplasia
Dog,Aspin,4.6,14.8,Trauma to Pelvis,Severe Limping,Physical Rehabilitation,Hip Dysplasia
Dog,Aspin,8.1,25.4,Trauma to Pelvis,Severe Limping,Surgery,Hip Dysplasia
Dog,Aspin,10.5,28.0,Joint Dysplasia; Obesity,Abnormal Gait; Difficulty Moving,Anti-inflammatory Drugs; Exercise Program,Hip Dysplasia
Dog,Aspin,11.6,32.3,Joint Dysplasia,Abnormal Gait,Weight Management,Hip Dysplasia
Dog,Aspin,9.8,30.9,Joint Dysplasia; Arthritis,Abnormal Gait; Stiffness,Weight Management; Physical Therapy,Hip Dysplasia
Dog,Aspin,8.3,28.7,Limping Syndrome; Obesity,Swelling in Joints; Difficulty Moving,Bandaging; Diet Modification,Hip Dysplasia
Dog,Aspin,11.2,27.3,Obesity; Joint Dysplasia,Lethargy; Reduced Mobility,Diet Modification; Surgical Intervention,Hip Dysplasia
Dog,Aspin,3.8,15.6,Joint Dysplasia,Weakness,Surgical Intervention,Hip Dysplasia
Dog,Aspin,4.7,19.8,Limping Syndrome,Limping,Anti-inflammatory Medication,Hip Dysplasia
Dog,Aspin,5.4,19.0,Arthritis; Obesity,Difficulty Standing; Lethargy,Physical Therapy; Exercise Program,Hip Dysplasia
Dog,Aspin,8.7,23.2,Joint Dysplasia; Arthritis,Weakness; Pain in Joints,Weight Management; Physical Therapy,Hip Dysplasia
Dog,Aspin,6.3,22.7,Trauma to Pelvis; Limping Syndrome,Restricted Movement; Swelling in Joints,Pain Medication; Rest,Hip Dysplasia
Dog,Aspin,2.2,11.9,Trauma to Pelvis; Limping Syndrome,Restricted Movement; Limping,Surgery; Bandaging,Hip Dysplasia
Dog,Aspin,3.0,16.8,Joint Dysplasia,Abnormal Gait,Anti-inflammatory Drugs,Hip Dysplasia
Dog,Aspin,10.1,31.4,Arthritis,Difficulty Standing,Physical Therapy,Hip Dysplasia
Dog,Aspin,6.0,23.9,Obesity; Limping Syndrome,Excess Fat; Favoring One Leg,Weight Monitoring; Anti-inflammatory Medication,Hip Dysplasia
Dog,Aspin,2.6,12.7,Joint Dysplasia,Weakness,Surgical Intervention,Hip Dysplasia
Dog,Aspin,2.6,16.7,Limping Syndrome; Obesity,Limping; Excess Fat,Bandaging; Diet Modification,Hip Dysplasia
Dog,Aspin,9.0,21.3,Limping Syndrome; Obesity,Limping; Lethargy,Bandaging; Diet Modification,Hip Dysplasia
Dog,Aspin,3.8,20.1,Obesity; Joint Dysplasia,Excess Fat; Reduced Mobility,Diet Modification; Surgical Intervention,Hip Dysplasia
Dog,Aspin,7.6,18.8,Limping Syndrome; Trauma to Pelvis,Favoring One Leg; Severe Limping,Rest; Physical Rehabilitation,Hip Dysplasia
Dog,Aspin,3.4,16.8,Arthritis; Obesity,Pain in Joints; Difficulty Moving,Joint Supplements; Diet Modification,Hip Dysplasia
Dog,Aspin,10.8,34.1,Obesity,Excess Fat,Weight Monitoring,Hip Dysplasia
Dog,Aspin,9.9,29.7,Limping Syndrome; Joint Dysplasia,Limping; Reduced Mobility,Rest; Anti-inflammatory Drugs,Hip Dysplasia
Dog,Aspin,4.2,23.0,Trauma to Pelvis,Severe Limping,Pain Medication,Hip Dysplasia
Dog,Aspin,10.1,29.5,Limping Syndrome,Limping,Anti-inflammatory Medication,Hip Dysplasia
Dog,Aspin,10.9,31.0,Trauma to Pelvis; Limping Syndrome,Restricted Movement; Limping,Pain Medication; Bandaging,Hip Dysplasia
Dog,Aspin,1.2,12.4,Joint Dysplasia,Weakness,Surgical Intervention,Hip Dysplasia
Dog,Aspin,8.3,24.6,Joint Dysplasia,Weakness,Surgical Intervention,Hip Dysplasia
Dog,Aspin,6.3,25.6,Limping Syndrome,Limping,Bandaging,Hip Dysplasia
Dog,Aspin,6.8,17.5,Limping Syndrome,Swelling in Joints,Anti-inflammatory Medication,Hip Dysplasia
Dog,Aspin,11.2,37.3,Joint Dysplasia,Abnormal Gait,Weight Management,Hip Dysplasia
Dog,Aspin,10.7,25.9,Trauma to Pelvis,Restricted Movement,Surgery,Hip Dysplasia
Dog,Aspin,8.8,31.4,Arthritis; Joint Dysplasia,Pain in Joints; Reduced Mobility,Pain Relief Medication; Weight Management,Hip Dysplasia
Dog,Aspin,11.4,28.8,Arthritis,Stiffness,Physical Therapy,Hip Dysplasia
Dog,Aspin,6.4,16.8,Joint Dysplasia; Obesity,Abnormal Gait; Lethargy,Anti-inflammatory Drugs; Weight Monitoring,Hip Dysplasia
Dog,Aspin,9.8,26.0,Trauma to Pelvis,Severe Limping,Physical Rehabilitation,Hip Dysplasia
Dog,Aspin,6.4,19.1,Joint Dysplasia,Weakness,Weight Management,Hip Dysplasia
Dog,Aspin,4.3,15.0,Trauma to Pelvis; Arthritis,Restricted Movement; Difficulty Standing,Physical Rehabilitation; Physical Therapy,Hip Dysplasia
Dog,Aspin,6.0,22.1,Limping Syndrome,Limping,Bandaging,Hip Dysplasia
Dog,Aspin,0.7,8.1,Obesity; Trauma to Pelvis,Lethargy; Restricted Movement,Diet Modification; Surgery,Hip Dysplasia
Dog,Aspin,3.0,19.8,Arthritis,Pain in Joints,Pain Relief Medication,Hip Dysplasia
Dog,Aspin,7.2,27.2,Arthritis,Stiffness,Physical Therapy,Hip Dysplasia
Dog,Aspin,1.2,15.9,Joint Dysplasia; Arthritis,Weakness; Difficulty Standing,Anti-inflammatory Drugs; Physical Therapy,Hip Dysplasia
Dog,Aspin,5.6,22.3,Joint Dysplasia; Obesity,Weakness; Lethargy,Weight Management; Diet Modification,Hip Dysplasia
Dog,Aspin,6.3,18.8,Trauma to Pelvis; Obesity,Pain on Touch; Excess Fat,Pain Medication; Diet Modification,Hip Dysplasia
Dog,Aspin,9.5,29.5,Arthritis; Limping Syndrome,Stiffness; Favoring One Leg,Pain Relief Medication; Rest,Hip Dysplasia
Dog,Aspin,3.0,17.9,Trauma to Pelvis; Joint Dysplasia,Pain on Touch; Weakness,Physical Rehabilitation; Weight Management,Hip Dysplasia
Dog,Aspin,4.0,16.9,Joint Dysplasia,Reduced Mobility,Surgical Intervention,Hip Dysplasia
Dog,Aspin,5.0,14.7,Obesity,Difficulty Moving,Exercise Program,Hip Dysplasia
Dog,Aspin,8.4,20.1,Arthritis,Difficulty Standing,Joint Supplements,Hip Dysplasia
Dog,Aspin,5.6,18.3,Obesity; Joint Dysplasia,Excess Fat; Abnormal Gait,Weight Monitoring; Surgical Intervention,Hip Dysplasia
Dog,Aspin,4.2,20.8,Arthritis; Trauma to Pelvis,Pain in Joints; Pain on Touch,Pain Relief Medication; Physical Rehabilitation,Hip Dysplasia
Dog,Aspin,8.1,27.7,Joint Dysplasia,Reduced Mobility,Surgical Intervention,Hip Dysplasia
Dog,Aspin,7.5,18.6,Arthritis; Limping Syndrome,Stiffness; Favoring One Leg,Joint Supplements; Rest,Hip Dysplasia
Dog,Aspin,12.0,29.5,Arthritis; Limping Syndrome,Difficulty Standing; Favoring One Leg,Joint Supplements; Bandaging,Hip Dysplasia
Dog,Aspin,7.3,34.4,"Mammary Tumor, Lymphadenopathy","Pain in chest area, Loss of appetite","Surgery, Antibiotics",Cancer
Dog,Aspin,10.8,17.5,"Skin Lesion, Bone Abnormality","Open sores, Pain in limbs","Topical medication, Pain relievers",Cancer
Dog,Aspin,3.6,18.1,Lymphadenopathy,Loss of appetite,Antibiotics,Cancer
Dog,Aspin,5.9,22.0,"Mammary Tumor, Skin Lesion","Pain in chest area, Redness on skin","Surgery, Antibiotics",Cancer
Dog,Aspin,7.3,29.5,Bone Abnormality,Limping,Pain relievers,Cancer
Dog,Aspin,0.6,26.3,Bone Abnormality,Pain in limbs,Surgery,Cancer
Dog,Aspin,5.4,25.3,Mammary Tumor,Lump in mammary gland,Chemotherapy,Cancer
Dog,Aspin,3.3,23.7,"Lymphadenopathy, Mammary Tumor","Loss of appetite, Pain in chest area","Antibiotics, Chemotherapy",Cancer
Dog,Aspin,10.9,28.1,Bone Abnormality,Pain in limbs,Pain relievers,Cancer
Dog,Aspin,7.4,33.4,Bone Abnormality,Limping,Pain relievers,Cancer
Dog,Aspin,10.9,28.8,Mammary Tumor,Lump in mammary gland,Chemotherapy,Cancer
Dog,Aspin,10.3,16.7,Mammary Tumor,Pain in chest area,Surgery,Cancer
Dog,Aspin,1.4,17.8,Skin Lesion,Open sores,Antibiotics,Cancer
Dog,Aspin,8.9,33.4,"Mammary Tumor, Skin Lesion","Lump in mammary gland, Open sores","Chemotherapy, Antibiotics",Cancer
Dog,Aspin,12.0,29.5,"Skin Lesion, Bone Abnormality","Redness on skin, Pain in limbs","Antibiotics, Pain relievers",Cancer
Dog,Aspin,5.1,24.1,"Lymphadenopathy, Mammary Tumor","Swollen lymph nodes, Pain in chest area","Steroids, Chemotherapy",Cancer
Dog,Aspin,1.1,20.0,Bone Abnormality,Limping,Surgery,Cancer
Dog,Aspin,1.3,21.6,Skin Lesion,Open sores,Topical medication,Cancer
Dog,Aspin,11.8,15.5,"Bone Abnormality, Lymphadenopathy","Pain in limbs, Loss of appetite","Pain relievers, Antibiotics",Cancer
Dog,Aspin,9.5,27.8,Mammary Tumor,Lump in mammary gland,Chemotherapy,Cancer
Dog,Aspin,0.6,29.2,"Mammary Tumor, Lymphadenopathy","Pain in chest area, Swollen lymph nodes","Chemotherapy, Steroids",Cancer
Dog,Aspin,9.6,15.6,"Bone Abnormality, Skin Lesion","Pain in limbs, Redness on skin","Pain relievers, Antibiotics",Cancer
Dog,Aspin,5.1,20.0,Mammary Tumor,Pain in chest area,Surgery,Cancer
Dog,Aspin,10.0,29.0,"Mammary Tumor, Lymphadenopathy","Pain in chest area, Swollen lymph nodes","Chemotherapy, Steroids",Cancer
Dog,Aspin,6.0,19.2,Lymphadenopathy,Loss of appetite,Antibiotics,Cancer
Dog,Aspin,6.1,32.5,Bone Abnormality,Pain in limbs,Pain relievers,Cancer
Dog,Aspin,10.3,31.8,Skin Lesion,Open sores,Antibiotics,Cancer
Dog,Aspin,2.6,32.2,"Lymphadenopathy, Skin Lesion","Loss of appetite, Open sores","Antibiotics, Topical medication",Cancer
Dog,Aspin,8.2,19.7,"Mammary Tumor, Skin Lesion","Pain in chest area, Redness on skin","Surgery, Topical medication",Cancer
Dog,Aspin,11.7,15.7,"Lymphadenopathy, Bone Abnormality","Loss of appetite, Limping","Antibiotics, Pain relievers",Cancer
Dog,Aspin,6.6,27.3,"Mammary Tumor, Lymphadenopathy","Pain in chest area, Swollen lymph nodes","Chemotherapy, Steroids",Cancer
Dog,Aspin,4.5,23.6,"Lymphadenopathy, Bone Abnormality","Loss of appetite, Pain in limbs","Antibiotics, Pain relievers",Cancer
Dog,Aspin,5.1,26.1,"Bone Abnormality, Lymphadenopathy","Limping, Swollen lymph nodes","Surgery, Steroids",Cancer
Dog,Aspin,1.3,28.9,"Skin Lesion, Lymphadenopathy","Redness on skin, Swollen lymph nodes","Topical medication, Antibiotics",Cancer
Dog,Aspin,7.2,20.1,Lymphadenopathy,Swollen lymph nodes,Steroids,Cancer
Dog,Aspin,8.7,24.9,Mammary Tumor,Lump in mammary gland,Chemotherapy,Cancer
Dog,Aspin,11.7,28.9,Lymphadenopathy,Swollen lymph nodes,Steroids,Cancer
Dog,Aspin,10.5,18.6,Skin Lesion,Redness on skin,Antibiotics,Cancer
Dog,Aspin,6.5,32.8,"Skin Lesion, Lymphadenopathy","Redness on skin, Loss of appetite","Antibiotics, Steroids",Cancer
Dog,Aspin,0.6,26.3,Lymphadenopathy,Swollen lymph nodes,Antibiotics,Cancer
Dog,Aspin,7.5,19.9,Bone Abnormality,Limping,Surgery,Cancer
Dog,Aspin,5.6,32.0,Mammary Tumor,Pain in chest area,Surgery,Cancer
Dog,Aspin,6.8,20.2,"Lymphadenopathy, Skin Lesion","Loss of appetite, Open sores","Antibiotics, Antibiotics",Cancer
Dog,Aspin,9.2,27.3,"Skin Lesion, Lymphadenopathy","Open sores, Loss of appetite","Antibiotics, Antibiotics",Cancer
Dog,Aspin,5.5,24.5,"Bone Abnormality, Lymphadenopathy","Limping, Swollen lymph nodes","Pain relievers, Antibiotics",Cancer
Dog,Aspin,6.9,30.0,Bone Abnormality,Pain in limbs,Pain relievers,Cancer
Dog,Aspin,10.7,15.0,Skin Lesion,Open sores,Topical medication,Cancer
Dog,Aspin,1.1,21.8,Mammary Tumor,Lump in mammary gland,Chemotherapy,Cancer
Dog,Aspin,5.0,24.8,Bone Abnormality,Pain in limbs,Surgery,Cancer
Dog,Aspin,0.7,7.6,"Lymphadenopathy, Bone Abnormality","Swollen lymph nodes, Pain in limbs","Steroids, Pain relievers",Cancer
Dog,Aspin,5.1,26.5,Mammary Tumor,Pain in chest area,Surgery,Cancer
Dog,Aspin,4.4,33.4,"Lymphadenopathy, Skin Lesion","Loss of appetite, Redness on skin","Steroids, Topical medication",Cancer
Dog,Aspin,8.3,25.8,"Skin Lesion, Lymphadenopathy","Redness on skin, Swollen lymph nodes","Antibiotics, Steroids",Cancer
Dog,Aspin,2.7,33.0,Mammary Tumor,Pain in chest area,Chemotherapy,Cancer
Dog,Aspin,11.6,23.0,Mammary Tumor,Lump in mammary gland,Chemotherapy,Cancer
Dog,Aspin,4.4,23.7,Lymphadenopathy,Swollen lymph nodes,Antibiotics,Cancer
Dog,Aspin,8.5,15.9,Lymphadenopathy,Loss of appetite,Steroids,Cancer
Dog,Aspin,4.5,31.7,"Lymphadenopathy, Mammary Tumor","Loss of appetite, Pain in chest area","Antibiotics, Chemotherapy",Cancer
Dog,Aspin,3.1,19.8,"Lymphadenopathy, Bone Abnormality","Swollen lymph nodes, Limping","Antibiotics, Surgery",Cancer
Dog,Aspin,8.4,27.3,Bone Abnormality,Pain in limbs,Pain relievers,Cancer
Dog,Aspin,0.8,18.6,Lymphadenopathy,Loss of appetite,Antibiotics,Cancer
Dog,Aspin,10.9,17.8,"Lymphadenopathy, Bone Abnormality","Loss of appetite, Limping","Steroids, Pain relievers",Cancer
Dog,Aspin,7.3,18.6,Skin Lesion,Redness on skin,Antibiotics,Cancer
Dog,Aspin,4.4,21.6,Lymphadenopathy,Swollen lymph nodes,Steroids,Cancer
Dog,Aspin,3.4,34.6,Skin Lesion,Redness on skin,Topical medication,Cancer
Dog,Aspin,5.3,31.8,Mammary Tumor,Lump in mammary gland,Surgery,Cancer
Dog,Aspin,4.1,25.1,Bone Abnormality,Limping,Pain relievers,Cancer
Dog,Aspin,9.0,33.2,"Skin Lesion, Lymphadenopathy","Redness on skin, Swollen lymph nodes","Antibiotics, Steroids",Cancer
Dog,Aspin,3.6,25.9,Lymphadenopathy,Swollen lymph nodes,Steroids,Cancer
Dog,Aspin,4.8,15.1,Bone Abnormality,Pain in limbs,Surgery,Cancer
Dog,Aspin,6.0,28.4,"Skin Lesion, Lymphadenopathy","Open sores, Loss of appetite","Topical medication, Antibiotics",Cancer
Dog,Aspin,1.8,21.8,Mammary Tumor,Pain in chest area,Surgery,Cancer
Dog,Aspin,8.7,25.8,Skin Lesion,Redness on skin,Antibiotics,Cancer
Dog,Aspin,7.1,17.6,"Mammary Tumor, Lymphadenopathy","Pain in chest area, Loss of appetite","Chemotherapy, Steroids",Cancer
Dog,Aspin,6.4,23.0,Mammary Tumor,Lump in mammary gland,Chemotherapy,Cancer
Dog,Aspin,2.2,18.7,"Mammary Tumor, Lymphadenopathy","Pain in chest area, Loss of appetite","Surgery, Antibiotics",Cancer
Dog,Aspin,11.9,33.7,Lymphadenopathy,Swollen lymph nodes,Antibiotics,Cancer
Dog,Aspin,6.8,24.8,Skin Lesion,Redness on skin,Antibiotics,Cancer
Dog,Aspin,3.2,23.0,Mammary Tumor,Lump in mammary gland,Chemotherapy,Cancer
Dog,Aspin,10.4,19.3,"Lymphadenopathy, Bone Abnormality","Loss of appetite, Pain in limbs","Steroids, Surgery",Cancer
Dog,Aspin,1.7,34.9,Bone Abnormality,Limping,Pain relievers,Cancer
Dog,Aspin,4.3,17.8,"Mammary Tumor, Skin Lesion","Lump in mammary gland, Redness on skin","Chemotherapy, Topical medication",Cancer
Dog,Aspin,4.4,30.5,Lymphadenopathy,Swollen lymph nodes,Steroids,Cancer
Dog,Aspin,8.5,19.4,Mammary Tumor,Pain in chest area,Chemotherapy,Cancer
Dog,Aspin,7.4,24.7,"Mammary Tumor, Lymphadenopathy","Pain in chest area, Loss of appetite","Chemotherapy, Steroids",Cancer
Dog,Aspin,0.7,29.8,"Mammary Tumor, Skin Lesion","Lump in mammary gland, Redness on skin","Chemotherapy, Antibiotics",Cancer
Dog,Aspin,5.4,15.4,"Bone Abnormality, Skin Lesion","Limping, Redness on skin","Pain relievers, Antibiotics",Cancer
Dog,Aspin,1.4,17.5,"Skin Lesion, Mammary Tumor","Open sores, Pain in chest area","Topical medication, Surgery",Cancer
Dog,Aspin,6.1,27.1,"Skin Lesion, Mammary Tumor","Redness on skin, Pain in chest area","Antibiotics, Chemotherapy",Cancer
Dog,Aspin,2.4,31.0,Lymphadenopathy,Swollen lymph nodes,Antibiotics,Cancer
Dog,Aspin,6.2,28.9,"Mammary Tumor, Bone Abnormality","Lump in mammary gland, Limping","Chemotherapy, Surgery",Cancer
Dog,Aspin,3.4,22.4,Skin Lesion,Open sores,Topical medication,Cancer
Dog,Aspin,8.2,22.2,Mammary Tumor,Pain in chest area,Chemotherapy,Cancer
Dog,Aspin,2.0,22.6,"Lymphadenopathy, Skin Lesion","Swollen lymph nodes, Redness on skin","Antibiotics, Antibiotics",Cancer
Dog,Aspin,3.8,34.7,Skin Lesion,Open sores,Topical medication,Cancer
Dog,Aspin,2.9,31.8,Skin Lesion,Open sores,Antibiotics,Cancer
Dog,Aspin,5.5,21.8,"Mammary Tumor, Bone Abnormality","Lump in mammary gland, Pain in limbs","Chemotherapy, Pain relievers",Cancer
Dog,Aspin,4.1,17.9,Lymphadenopathy,Swollen lymph nodes,Antibiotics,Cancer
Dog,Aspin,3.1,30.7,Skin Lesion,Redness on skin,Antibiotics,Cancer
Dog,Aspin,10.6,32.6,"Bone Abnormality, Skin Lesion","Pain in limbs, Redness on skin","Pain relievers, Topical medication",Cancer
Dog,Aspin,4.1,15.4,"Intestinal Parasites, Viral Infection","Lethargy, Diarrhea, Abdominal Pain, Loss of Appetite, Fever, Weight Loss","Dietary Adjustments, Antiviral Medications",Canine Coronavirus
Dog,Aspin,4.7,17.6,"Intestinal Parasites, Canine Distemper","Sneezing, Weight Loss","Antibiotics, Probiotics, Anti-inflammatory Drugs",Canine Coronavirus
Dog,Aspin,1.0,11.9,Gastroenteritis,"Diarrhea, Vomiting","Fluid Therapy, Antibiotics",Canine Coronavirus
