Pet Species,Breed,Age (years),Weight (kg),Past Diagnosis,Symptoms,Treatment,Future Disease
Fish,Koi Fish,4.5,3.97,Gill Flukes,"Mucus Buildup, Labored Breathing","Salt Bath, Improved Water Quality",Bacterial Gill Disease
Fish,Koi Fish,7.5,4.16,Parasitic Infection,"Lethargy, Fin Damage","Anti-Parasitic Medication, Salt Bath",Bacterial Gill Disease
Fish,Koi Fish,1.0,1.82,Gill Flukes,"Mucus Buildup, Gills Swelling","Improved Water Quality, Praziquantel",Bacterial Gill Disease
Fish,Koi Fish,4.6,2.57,Poor Water Quality,"Loss of Appetite, Gills Inflammation","Monitoring, Filtration Upgrade",Bacterial Gill Disease
Fish,Koi Fish,0.8,0.6,Stress from Transportation,"Rapid Breathing, Pale Coloration","Monitoring, Improved Water Quality",Bacterial Gill Disease
Fish,Koi Fish,5.3,3.63,Gill Flukes,"Labored Breathing, Gills Swelling","Praziquantel, Salt Bath",Bacterial Gill Disease
Fish,Koi Fish,8.0,4.47,Stress from Transportation,"Pale Coloration, Lethargy","Monitoring, Reduced Handling",Bacterial Gill Disease
Fish,Koi Fish,8.6,4.15,Gill Flukes,"Gills Swelling, Mucus Buildup","Praziquantel, Salt Bath",Bacterial Gill Disease
Fish,Koi Fish,7.4,4.77,Stress from Transportation,"Lethargy, Pale Coloration","Reduced Handling, Monitoring",Bacterial Gill Disease
Fish,Koi Fish,1.4,2.44,Poor Water Quality,"Sluggish Behavior, Gills Inflammation","Monitoring, Water Change",Bacterial Gill Disease
Fish,Koi Fish,6.5,3.04,Poor Water Quality,"Gills Inflammation, Loss of Appetite","Monitoring, Water Change",Bacterial Gill Disease
Fish,Koi Fish,1.6,1.56,Parasitic Infection,"Scratching Against Surfaces, Fin Damage","Quarantine, Anti-Parasitic Medication",Bacterial Gill Disease
Fish,Koi Fish,3.6,2.85,High Ammonia Levels,"Loss of Appetite, Red Gills","Improved Filtration, Water Change",Bacterial Gill Disease
Fish,Koi Fish,7.7,4.41,Nutritional Deficiency,"Weakness, Weight Loss","Vitamin Supplements, High-Protein Feed",Bacterial Gill Disease
Fish,Koi Fish,0.2,0.63,Gill Flukes,"Labored Breathing, Mucus Buildup","Salt Bath, Praziquantel",Bacterial Gill Disease
Fish,Koi Fish,1.3,2.04,Poor Water Quality,"Loss of Appetite, Sluggish Behavior","Filtration Upgrade, Water Change",Bacterial Gill Disease
Fish,Koi Fish,3.4,3.31,Poor Water Quality,"Gills Inflammation, Sluggish Behavior","Water Change, Monitoring",Bacterial Gill Disease
Fish,Koi Fish,3.5,2.55,Gill Flukes,"Labored Breathing, Mucus Buildup","Salt Bath, Praziquantel",Bacterial Gill Disease
Fish,Koi Fish,0.7,0.9,High Ammonia Levels,"Lethargy, Red Gills","Water Change, Improved Filtration",Bacterial Gill Disease
Fish,Koi Fish,4.8,2.85,Nutritional Deficiency,"Weakness, Weight Loss","High-Protein Feed, Balanced Diet",Bacterial Gill Disease
Fish,Koi Fish,9.9,4.56,Stress from Transportation,"Pale Coloration, Lethargy","Reduced Handling, Improved Water Quality",Bacterial Gill Disease
Fish,Koi Fish,6.9,2.85,Parasitic Infection,"Lethargy, Scratching Against Surfaces","Anti-Parasitic Medication, Quarantine",Bacterial Gill Disease
Fish,Koi Fish,9.5,4.38,Gill Flukes,"Gills Swelling, Mucus Buildup","Improved Water Quality, Salt Bath",Bacterial Gill Disease
Fish,Koi Fish,9.6,4.02,Poor Water Quality,"Loss of Appetite, Gills Inflammation","Monitoring, Water Change",Bacterial Gill Disease
Fish,Koi Fish,9.5,4.97,Parasitic Infection,"Fin Damage, Scratching Against Surfaces","Anti-Parasitic Medication, Quarantine",Bacterial Gill Disease
Fish,Koi Fish,6.2,3.36,Nutritional Deficiency,"Weakness, Loss of Appetite","Balanced Diet, Vitamin Supplements",Bacterial Gill Disease
Fish,Koi Fish,0.7,0.44,Stress from Transportation,"Rapid Breathing, Pale Coloration","Monitoring, Improved Water Quality",Bacterial Gill Disease
Fish,Koi Fish,0.7,0.97,Stress from Transportation,"Lethargy, Pale Coloration","Reduced Handling, Improved Water Quality",Bacterial Gill Disease
Fish,Koi Fish,1.3,2.49,Poor Water Quality,"Loss of Appetite, Sluggish Behavior","Filtration Upgrade, Water Change",Bacterial Gill Disease
Fish,Koi Fish,3.1,3.82,Poor Water Quality,"Loss of Appetite, Sluggish Behavior","Water Change, Filtration Upgrade",Bacterial Gill Disease
Fish,Koi Fish,5.3,3.51,Poor Water Quality,"Gills Inflammation, Sluggish Behavior","Monitoring, Water Change",Bacterial Gill Disease
Fish,Koi Fish,2.6,1.31,Stress from Transportation,"Rapid Breathing, Lethargy","Reduced Handling, Monitoring",Bacterial Gill Disease
Fish,Koi Fish,5.9,2.75,Poor Water Quality,"Sluggish Behavior, Loss of Appetite","Water Change, Filtration Upgrade",Bacterial Gill Disease
Fish,Koi Fish,9.5,4.44,Nutritional Deficiency,"Weight Loss, Loss of Appetite","Balanced Diet, Vitamin Supplements",Bacterial Gill Disease
Fish,Koi Fish,7.5,4.91,Stress from Transportation,"Lethargy, Pale Coloration","Monitoring, Reduced Handling",Bacterial Gill Disease
Fish,Koi Fish,3.8,3.14,High Ammonia Levels,"Red Gills, Loss of Appetite","Water Change, Ammonia Neutralizer",Bacterial Gill Disease
Fish,Koi Fish,1.4,1.68,Stress from Transportation,"Lethargy, Rapid Breathing","Monitoring, Reduced Handling",Bacterial Gill Disease
Fish,Koi Fish,7.1,4.12,Parasitic Infection,"Scratching Against Surfaces, Fin Damage","Anti-Parasitic Medication, Salt Bath",Bacterial Gill Disease
Fish,Koi Fish,0.3,0.54,Stress from Transportation,"Pale Coloration, Rapid Breathing","Reduced Handling, Monitoring",Bacterial Gill Disease
Fish,Koi Fish,7.9,4.93,High Ammonia Levels,"Lethargy, Loss of Appetite","Water Change, Ammonia Neutralizer",Bacterial Gill Disease
Fish,Koi Fish,5.3,2.91,Poor Water Quality,"Gills Inflammation, Sluggish Behavior","Water Change, Monitoring",Bacterial Gill Disease
Fish,Koi Fish,4.0,2.51,Parasitic Infection,"Fin Damage, Lethargy","Quarantine, Salt Bath",Bacterial Gill Disease
Fish,Koi Fish,9.2,4.61,Poor Water Quality,"Sluggish Behavior, Loss of Appetite","Monitoring, Water Change",Bacterial Gill Disease
Fish,Koi Fish,7.8,4.32,Parasitic Infection,"Fin Damage, Lethargy","Anti-Parasitic Medication, Quarantine",Bacterial Gill Disease
Fish,Koi Fish,3.0,3.65,Parasitic Infection,"Fin Damage, Scratching Against Surfaces","Salt Bath, Quarantine",Bacterial Gill Disease
Fish,Koi Fish,6.2,3.63,Gill Flukes,"Gills Swelling, Mucus Buildup","Salt Bath, Praziquantel",Bacterial Gill Disease
Fish,Koi Fish,5.1,3.24,Stress from Transportation,"Rapid Breathing, Pale Coloration","Monitoring, Improved Water Quality",Bacterial Gill Disease
Fish,Koi Fish,3.1,3.02,Nutritional Deficiency,"Weight Loss, Loss of Appetite","High-Protein Feed, Balanced Diet",Bacterial Gill Disease
Fish,Koi Fish,8.5,4.72,Parasite Infestation,Loss of appetite,"Anti-parasitic treatment, quarantine",Anchor Worms
Fish,Koi Fish,6.2,2.49,Skin Ulcers,Skin irritation,"Topical antiseptic, salt baths",Anchor Worms
Fish,Koi Fish,3.5,1.63,Skin Ulcers,Red spots,"Topical antiseptic, salt baths",Anchor Worms
Fish,Koi Fish,2.5,0.68,Parasite Infestation,Loss of appetite,"Anti-parasitic treatment, quarantine",Anchor Worms
Fish,Koi Fish,0.2,0.46,Gill Flukes,Rubbing against objects,"Praziquantel, water changes",Anchor Worms
Fish,Koi Fish,3.7,2.66,Skin Ulcers,Skin irritation,"Topical antiseptic, salt baths",Anchor Worms
Fish,Koi Fish,8.9,4.77,Bacterial Infection,Inflamed scales,"Antibiotics, improved water quality",Anchor Worms
Fish,Koi Fish,8.3,4.39,Parasite Infestation,Loss of appetite,"Anti-parasitic treatment, quarantine",Anchor Worms
Fish,Koi Fish,7.1,4.71,Parasite Infestation,Visible parasites,"Anti-parasitic treatment, quarantine",Anchor Worms
Fish,Koi Fish,0.5,0.49,Parasite Infestation,Loss of appetite,"Anti-parasitic treatment, quarantine",Anchor Worms
Fish,Koi Fish,3.8,2.34,Bacterial Infection,Lethargy,"Antibiotics, improved water quality",Anchor Worms
Fish,Koi Fish,7.5,4.76,Bacterial Infection,Lethargy,"Antibiotics, improved water quality",Anchor Worms
Fish,Koi Fish,0.4,0.41,Bacterial Infection,Inflamed scales,"Antibiotics, improved water quality",Anchor Worms
Fish,Koi Fish,2.0,0.63,Skin Ulcers,Skin irritation,"Topical antiseptic, salt baths",Anchor Worms
Fish,Koi Fish,7.0,4.07,Bacterial Infection,Lethargy,"Antibiotics, improved water quality",Anchor Worms
Fish,Koi Fish,6.5,1.83,Skin Ulcers,Skin irritation,"Topical antiseptic, salt baths",Anchor Worms
Fish,Koi Fish,6.5,1.87,Gill Flukes,Labored breathing,"Praziquantel, water changes",Anchor Worms
Fish,Koi Fish,9.0,3.56,Skin Ulcers,Red spots,"Topical antiseptic, salt baths",Anchor Worms
Fish,Koi Fish,8.4,3.55,Bacterial Infection,Lethargy,"Antibiotics, improved water quality",Anchor Worms
Fish,Koi Fish,1.2,1.01,Gill Flukes,Labored breathing,"Praziquantel, water changes",Anchor Worms
Fish,Koi Fish,5.2,2.73,Skin Ulcers,Red spots,"Topical antiseptic, salt baths",Anchor Worms
Fish,Koi Fish,2.2,1.47,Gill Flukes,Labored breathing,"Praziquantel, water changes",Anchor Worms
Fish,Koi Fish,0.6,0.45,Gill Flukes,Rubbing against objects,"Praziquantel, water changes",Anchor Worms
Fish,Koi Fish,10.0,4.34,Gill Flukes,Rubbing against objects,"Praziquantel, water changes",Anchor Worms
Fish,Koi Fish,6.0,2.54,Gill Flukes,Rubbing against objects,"Praziquantel, water changes",Anchor Worms
Fish,Koi Fish,9.0,3.89,Gill Flukes,Labored breathing,"Praziquantel, water changes",Anchor Worms
Fish,Koi Fish,9.1,3.76,Skin Ulcers,Skin irritation,"Topical antiseptic, salt baths",Anchor Worms
Fish,Koi Fish,6.5,3.11,Parasite Infestation,Loss of appetite,"Anti-parasitic treatment, quarantine",Anchor Worms
Fish,Koi Fish,2.4,1.48,Bacterial Infection,Inflamed scales,"Antibiotics, improved water quality",Anchor Worms
Fish,Koi Fish,4.0,2.04,Parasite Infestation,Visible parasites,"Anti-parasitic treatment, quarantine",Anchor Worms
Fish,Koi Fish,5.5,2.48,Parasite Infestation,Visible parasites,"Anti-parasitic treatment, quarantine",Anchor Worms
Fish,Koi Fish,7.6,3.63,Bacterial Infection,Inflamed scales,"Antibiotics, improved water quality",Anchor Worms
Fish,Koi Fish,0.5,0.42,Skin Ulcers,Red spots,"Topical antiseptic, salt baths",Anchor Worms
Fish,Koi Fish,6.5,3.49,Bacterial Infection,Inflamed scales,"Antibiotics, improved water quality",Anchor Worms
Fish,Koi Fish,4.3,1.83,Parasite Infestation,Loss of appetite,"Anti-parasitic treatment, quarantine",Anchor Worms
Fish,Koi Fish,6.8,3.04,Parasite Infestation,Visible parasites,"Anti-parasitic treatment, quarantine",Anchor Worms
Fish,Koi Fish,6.4,2.21,Gill Flukes,Rubbing against objects,"Praziquantel, water changes",Anchor Worms
Fish,Koi Fish,7.1,3.84,Parasite Infestation,Visible parasites,"Anti-parasitic treatment, quarantine",Anchor Worms
Fish,Koi Fish,7.8,3.89,Bacterial Infection,Inflamed scales,"Antibiotics, improved water quality",Anchor Worms
Fish,Koi Fish,7.1,4.32,Skin Ulcers,Red spots,"Topical antiseptic, salt baths",Anchor Worms
Fish,Koi Fish,5.4,2.68,Gill Flukes,Labored breathing,"Praziquantel, water changes",Anchor Worms
Fish,Koi Fish,3.7,1.76,Parasite Infestation,Visible parasites,"Anti-parasitic treatment, quarantine",Anchor Worms
Fish,Koi Fish,0.3,0.35,Bacterial Infection,Inflamed scales,"Antibiotics, improved water quality",Anchor Worms
Fish,Koi Fish,1.4,0.63,Parasite Infestation,Visible parasites,"Anti-parasitic treatment, quarantine",Anchor Worms
Fish,Koi Fish,7.2,3.54,Bacterial Infection,Inflamed scales,"Antibiotics, improved water quality",Anchor Worms
Fish,Koi Fish,2.1,1.32,Parasite Infestation,Visible parasites,"Anti-parasitic treatment, quarantine",Anchor Worms
Fish,Koi Fish,6.7,2.34,Gill Flukes,Rubbing against objects,"Praziquantel, water changes",Anchor Worms
Fish,Koi Fish,7.5,3.51,Skin Ulcers,Red spots,"Topical antiseptic, salt baths",Anchor Worms
Fish,Koi Fish,7.3,3.99,Gill Flukes,Labored breathing,"Praziquantel, water changes",Anchor Worms
Fish,Koi Fish,8.3,3.7,Skin Ulcers,Skin irritation,"Topical antiseptic, salt baths",Anchor Worms
Fish,Koi Fish,5.6,2.16,Skin Ulcers,Red spots,"Topical antiseptic, salt baths",Anchor Worms
Fish,Koi Fish,6.2,2.0,Gill Flukes,Labored breathing,"Praziquantel, water changes",Anchor Worms
Fish,Koi Fish,8.5,3.91,Skin Ulcers,Skin irritation,"Topical antiseptic, salt baths",Anchor Worms
Fish,Koi Fish,3.5,3.49,Parasite Infestation,Visible parasites,"Anti-parasitic treatment, quarantine",Anchor Worms
Fish,Koi Fish,5.6,3.41,Gill Flukes,Labored breathing,"Praziquantel, water changes",Anchor Worms
Fish,Koi Fish,1.4,1.33,Parasite Infestation,Visible parasites,"Anti-parasitic treatment, quarantine",Anchor Worms
Fish,Koi Fish,1.8,0.9,Bacterial Infection,Inflamed scales,"Antibiotics, improved water quality",Anchor Worms
Fish,Koi Fish,6.7,2.0,Gill Flukes,Rubbing against objects,"Praziquantel, water changes",Anchor Worms
Fish,Koi Fish,5.7,1.64,Gill Flukes,Rubbing against objects,"Praziquantel, water changes",Anchor Worms
Fish,Koi Fish,2.8,1.25,Parasite Infestation,Visible parasites,"Anti-parasitic treatment, quarantine",Anchor Worms
Fish,Koi Fish,4.6,2.19,Gill Flukes,Rubbing against objects,"Praziquantel, water changes",Anchor Worms
Fish,Koi Fish,3.3,3.15,Parasite Infestation,Visible parasites,"Anti-parasitic treatment, quarantine",Anchor Worms
Fish,Koi Fish,2.1,0.69,Skin Ulcers,Red spots,"Topical antiseptic, salt baths",Anchor Worms
Fish,Koi Fish,3.8,2.4,Bacterial Infection,Inflamed scales,"Antibiotics, improved water quality",Anchor Worms
Fish,Koi Fish,4.0,1.52,Gill Flukes,Labored breathing,"Praziquantel, water changes",Anchor Worms
Fish,Koi Fish,8.4,3.66,Skin Ulcers,Skin irritation,"Topical antiseptic, salt baths",Anchor Worms
Fish,Koi Fish,7.4,4.16,Bacterial Infection,Inflamed scales,"Antibiotics, improved water quality",Anchor Worms
Fish,Koi Fish,3.6,3.32,Gill Flukes,Labored breathing,"Praziquantel, water changes",Anchor Worms
Fish,Koi Fish,2.9,1.5,Parasite Infestation,Visible parasites,"Anti-parasitic treatment, quarantine",Anchor Worms
Fish,Koi Fish,5.0,3.41,Bacterial Infection,Lethargy,"Antibiotics, improved water quality",Anchor Worms
Fish,Koi Fish,8.5,3.52,Skin Ulcers,Skin irritation,"Topical antiseptic, salt baths",Anchor Worms
Fish,Koi Fish,0.8,0.26,Skin Ulcers,Skin irritation,"Topical antiseptic, salt baths",Anchor Worms
Fish,Koi Fish,3.6,2.75,Parasite Infestation,Loss of appetite,"Anti-parasitic treatment, quarantine",Anchor Worms
Fish,Koi Fish,7.1,3.79,Skin Ulcers,Skin irritation,"Topical antiseptic, salt baths",Anchor Worms
Fish,Koi Fish,5.0,3.28,Skin Ulcers,Red spots,"Topical antiseptic, salt baths",Anchor Worms
Fish,Koi Fish,0.8,0.38,Parasite Infestation,Visible parasites,"Anti-parasitic treatment, quarantine",Anchor Worms
Fish,Koi Fish,9.7,4.14,Parasite Infestation,Loss of appetite,"Anti-parasitic treatment, quarantine",Anchor Worms
Fish,Koi Fish,8.7,4.96,Bacterial Infection,Inflamed scales,"Antibiotics, improved water quality",Anchor Worms
Fish,Koi Fish,8.5,4.1,Bacterial Infection,Inflamed scales,"Antibiotics, improved water quality",Anchor Worms
Fish,Koi Fish,3.9,2.53,Gill Flukes,Labored breathing,"Praziquantel, water changes",Anchor Worms
Fish,Koi Fish,3.5,1.66,Gill Flukes,Rubbing against objects,"Praziquantel, water changes",Anchor Worms
Fish,Koi Fish,4.2,2.37,Parasite Infestation,Loss of appetite,"Anti-parasitic treatment, quarantine",Anchor Worms
Fish,Koi Fish,5.8,1.54,Skin Ulcers,Skin irritation,"Topical antiseptic, salt baths",Anchor Worms
Fish,Koi Fish,8.8,4.27,Gill Flukes,Labored breathing,"Praziquantel, water changes",Anchor Worms
Fish,Koi Fish,3.5,1.72,Gill Flukes,Rubbing against objects,"Praziquantel, water changes",Anchor Worms
Fish,Koi Fish,7.5,4.32,Skin Ulcers,Skin irritation,"Topical antiseptic, salt baths",Anchor Worms
Fish,Koi Fish,4.5,2.74,Parasite Infestation,Visible parasites,"Anti-parasitic treatment, quarantine",Anchor Worms
Fish,Koi Fish,7.8,4.82,Parasite Infestation,Loss of appetite,"Anti-parasitic treatment, quarantine",Anchor Worms
Fish,Koi Fish,8.2,4.96,Bacterial Infection,Inflamed scales,"Antibiotics, improved water quality",Anchor Worms
Fish,Koi Fish,1.9,0.85,Gill Flukes,Labored breathing,"Praziquantel, water changes",Anchor Worms
Fish,Koi Fish,0.7,0.43,Bacterial Infection,Lethargy,"Antibiotics, improved water quality",Anchor Worms
Fish,Koi Fish,6.7,3.44,Bacterial Infection,Inflamed scales,"Antibiotics, improved water quality",Anchor Worms
Fish,Koi Fish,2.3,0.78,Gill Flukes,Rubbing against objects,"Praziquantel, water changes",Anchor Worms
Fish,Koi Fish,3.7,2.59,Gill Flukes,Labored breathing,"Praziquantel, water changes",Anchor Worms
Fish,Koi Fish,8.5,4.32,Parasite Infestation,Loss of appetite,"Anti-parasitic treatment, quarantine",Anchor Worms
Fish,Koi Fish,5.4,2.92,Bacterial Infection,Inflamed scales,"Antibiotics, improved water quality",Anchor Worms
Fish,Koi Fish,3.3,3.07,Parasite Infestation,Visible parasites,"Anti-parasitic treatment, quarantine",Anchor Worms
Fish,Koi Fish,5.1,2.76,Skin Ulcers,Red spots,"Topical antiseptic, salt baths",Anchor Worms
Fish,Koi Fish,1.3,1.23,Parasite Infestation,Visible parasites,"Anti-parasitic treatment, quarantine",Anchor Worms
Fish,Koi Fish,3.6,2.66,Skin Ulcers,Skin irritation,"Topical antiseptic, salt baths",Anchor Worms
Fish,Koi Fish,7.4,3.1,Bacterial Infection,"scale loss, fin erosion",broad-spectrum antibiotics,Koi Pox
Fish,Koi Fish,4.3,1.0,Gill Disease,loss of appetite,medicated bath,Koi Pox
Fish,Koi Fish,3.9,0.7,Skin Ulcers,red sores,water quality improvement,Koi Pox
Fish,Koi Fish,7.9,2.8,Gill Disease,difficulty breathing,"medicated bath, aeration",Koi Pox
Fish,Koi Fish,2.0,0.5,Parasitic Infection,irritated skin,"salt bath, anti-parasitic medication",Koi Pox
Fish,Koi Fish,6.6,2.5,Gill Disease,"difficulty breathing, lethargy",medicated bath,Koi Pox
Fish,Koi Fish,2.4,0.6,Parasitic Infection,"excess mucus production, irritated skin",improved filtration,Koi Pox
Fish,Koi Fish,2.4,0.7,Gill Disease,"lethargy, difficulty breathing","aeration, medicated bath",Koi Pox
Fish,Koi Fish,9.6,3.9,Bacterial Infection,"swollen abdomen, scale loss","water quality control, broad-spectrum antibiotics",Koi Pox
Fish,Koi Fish,4.6,1.0,Gill Disease,"difficulty breathing, loss of appetite",antiparasitic treatments,Koi Pox
Fish,Koi Fish,9.9,3.3,Fungal Infection,skin discoloration,"antifungal treatment, salt bath",Koi Pox
Fish,Koi Fish,3.2,0.9,Skin Ulcers,open wounds,"topical ointments, water quality improvement",Koi Pox
Fish,Koi Fish,6.9,1.6,Bacterial Infection,"scale loss, fin erosion",water quality control,Koi Pox
Fish,Koi Fish,3.7,0.7,Gill Disease,lethargy,aeration,Koi Pox
Fish,Koi Fish,4.7,0.9,Fungal Infection,"fin rot, skin discoloration","water temperature adjustment, salt bath",Koi Pox
Fish,Koi Fish,5.7,1.6,Fungal Infection,"fin rot, cotton-like growths","salt bath, antifungal treatment",Koi Pox
Fish,Koi Fish,7.6,2.8,Skin Ulcers,"red sores, discolored scales","water quality improvement, antibiotics",Koi Pox
Fish,Koi Fish,2.2,0.7,Gill Disease,"loss of appetite, difficulty breathing",medicated bath,Koi Pox
Fish,Koi Fish,5.2,2.4,Gill Disease,"difficulty breathing, loss of appetite",aeration,Koi Pox
Fish,Koi Fish,6.9,1.8,Parasitic Infection,irritated skin,"improved filtration, salt bath",Koi Pox
Fish,Koi Fish,8.9,1.9,Parasitic Infection,"irritated skin, flashing","anti-parasitic medication, improved filtration",Koi Pox
Fish,Koi Fish,8.1,2.8,Fungal Infection,skin discoloration,salt bath,Koi Pox
Fish,Koi Fish,1.1,0.3,Gill Disease,"loss of appetite, difficulty breathing","aeration, antiparasitic treatments",Koi Pox
Fish,Koi Fish,0.9,0.3,Gill Disease,loss of appetite,"aeration, medicated bath",Koi Pox
Fish,Koi Fish,9.4,2.6,Bacterial Infection,"swollen abdomen, fin erosion",medicated feed,Koi Pox
Fish,Koi Fish,2.0,0.3,Skin Ulcers,open wounds,"water quality improvement, antibiotics",Koi Pox
Fish,Koi Fish,6.9,2.9,Skin Ulcers,"discolored scales, open wounds","topical ointments, water quality improvement",Koi Pox
Fish,Koi Fish,4.3,1.8,Fungal Infection,cotton-like growths,"antifungal treatment, water temperature adjustment",Koi Pox
Fish,Koi Fish,3.8,0.9,Skin Ulcers,"discolored scales, red sores",antibiotics,Koi Pox
Fish,Koi Fish,1.3,0.4,Fungal Infection,fin rot,"salt bath, water temperature adjustment",Koi Pox
Fish,Koi Fish,6.6,2.1,Skin Ulcers,red sores,"antibiotics, topical ointments",Koi Pox
Fish,Koi Fish,7.0,2.8,Parasitic Infection,"irritated skin, flashing","anti-parasitic medication, improved filtration",Koi Pox
Fish,Koi Fish,9.4,2.6,Gill Disease,difficulty breathing,aeration,Koi Pox
Fish,Koi Fish,9.6,2.9,Gill Disease,loss of appetite,"antiparasitic treatments, medicated bath",Koi Pox
Fish,Koi Fish,7.3,2.7,Skin Ulcers,"open wounds, red sores",water quality improvement,Koi Pox
Fish,Koi Fish,1.6,0.6,Gill Disease,"lethargy, loss of appetite",antiparasitic treatments,Koi Pox
Fish,Koi Fish,0.3,0.1,Parasitic Infection,"flashing, irritated skin",improved filtration,Koi Pox
Fish,Koi Fish,8.8,2.9,Parasitic Infection,"flashing, irritated skin","salt bath, improved filtration",Koi Pox
Fish,Koi Fish,2.0,0.8,Parasitic Infection,"irritated skin, flashing",anti-parasitic medication,Koi Pox
Fish,Koi Fish,1.6,0.5,Fungal Infection,"cotton-like growths, skin discoloration","salt bath, antifungal treatment",Koi Pox
Fish,Koi Fish,7.4,3.0,Gill Disease,"lethargy, loss of appetite","antiparasitic treatments, medicated bath",Koi Pox
Fish,Koi Fish,4.3,1.9,Fungal Infection,cotton-like growths,antifungal treatment,Koi Pox
Fish,Koi Fish,0.3,0.0,Gill Disease,difficulty breathing,aeration,Koi Pox
Fish,Koi Fish,7.5,3.7,Gill Disease,difficulty breathing,aeration,Koi Pox
Fish,Koi Fish,5.6,1.2,Skin Ulcers,"open wounds, red sores",water quality improvement,Koi Pox
Fish,Koi Fish,4.4,2.1,Skin Ulcers,discolored scales,"antibiotics, topical ointments",Koi Pox
Fish,Koi Fish,1.2,0.2,Fungal Infection,skin discoloration,"salt bath, antifungal treatment",Koi Pox
Fish,Koi Fish,8.6,3.2,Gill Disease,loss of appetite,medicated bath,Koi Pox
Fish,Koi Fish,4.3,2.1,Skin Ulcers,"red sores, discolored scales",water quality improvement,Koi Pox
Fish,Koi Fish,8.6,3.2,Bacterial Infection,"fin erosion, swollen abdomen",water quality control,Koi Pox
Fish,Koi Fish,2.4,0.6,Gill Disease,"loss of appetite, difficulty breathing",aeration,Koi Pox
Fish,Koi Fish,4.6,2.1,Fungal Infection,cotton-like growths,"salt bath, water temperature adjustment",Koi Pox
Fish,Koi Fish,8.3,1.5,Parasitic Infection,flashing,"improved filtration, anti-parasitic medication",Koi Pox
Fish,Koi Fish,9.9,1.5,Fungal Infection,skin discoloration,antifungal treatment,Koi Pox
Fish,Koi Fish,9.3,2.5,Skin Ulcers,"open wounds, red sores","water quality improvement, antibiotics",Koi Pox
Fish,Koi Fish,7.8,3.2,Gill Disease,"loss of appetite, difficulty breathing",antiparasitic treatments,Koi Pox
Fish,Koi Fish,4.8,1.4,Fungal Infection,"cotton-like growths, fin rot","water temperature adjustment, antifungal treatment",Koi Pox
Fish,Koi Fish,4.4,2.1,Fungal Infection,"fin rot, cotton-like growths",water temperature adjustment,Koi Pox
Fish,Koi Fish,3.4,1.1,Bacterial Infection,swollen abdomen,"broad-spectrum antibiotics, medicated feed",Koi Pox
Fish,Koi Fish,8.9,2.5,Parasitic Infection,excess mucus production,anti-parasitic medication,Koi Pox
Fish,Koi Fish,7.6,1.9,Fungal Infection,"fin rot, cotton-like growths","salt bath, antifungal treatment",Koi Pox
Fish,Koi Fish,4.5,1.4,Fungal Infection,skin discoloration,salt bath,Koi Pox
Fish,Koi Fish,2.6,1.0,Bacterial Infection,"fin erosion, swollen abdomen","broad-spectrum antibiotics, medicated feed",Koi Pox
Fish,Koi Fish,6.2,1.5,Skin Ulcers,"discolored scales, open wounds","topical ointments, antibiotics",Koi Pox
Fish,Koi Fish,7.8,3.8,Skin Ulcers,open wounds,antibiotics,Koi Pox
Fish,Koi Fish,0.4,0.1,Bacterial Infection,swollen abdomen,water quality control,Koi Pox
Fish,Koi Fish,5.8,1.0,Skin Ulcers,"discolored scales, open wounds","antibiotics, water quality improvement",Koi Pox
Fish,Koi Fish,6.0,1.0,Fungal Infection,skin discoloration,"water temperature adjustment, salt bath",Koi Pox
Fish,Koi Fish,9.3,3.8,Bacterial Infection,swollen abdomen,"broad-spectrum antibiotics, water quality control",Koi Pox
Fish,Koi Fish,8.1,1.6,Gill Disease,loss of appetite,"aeration, antiparasitic treatments",Koi Pox
Fish,Koi Fish,1.5,0.3,Bacterial Infection,scale loss,"water quality control, medicated feed",Koi Pox
Fish,Koi Fish,1.0,0.2,Gill Disease,"loss of appetite, lethargy",medicated bath,Koi Pox
Fish,Koi Fish,8.8,3.7,Bacterial Infection,fin erosion,medicated feed,Koi Pox
Fish,Koi Fish,6.2,2.6,Skin Ulcers,"discolored scales, open wounds","water quality improvement, topical ointments",Koi Pox
Fish,Koi Fish,5.4,2.1,Bacterial Infection,"scale loss, fin erosion","medicated feed, water quality control",Koi Pox
Fish,Koi Fish,9.2,3.5,Fungal Infection,fin rot,"salt bath, water temperature adjustment",Koi Pox
Fish,Koi Fish,6.1,2.1,Parasitic Infection,"flashing, irritated skin","anti-parasitic medication, salt bath",Koi Pox
Fish,Koi Fish,5.2,2.1,Bacterial Infection,swollen abdomen,"water quality control, broad-spectrum antibiotics",Koi Pox
Fish,Koi Fish,1.9,0.4,Gill Disease,"loss of appetite, lethargy","antiparasitic treatments, aeration",Koi Pox
Fish,Koi Fish,6.6,2.1,Parasitic Infection,"excess mucus production, irritated skin","improved filtration, salt bath",Koi Pox
Fish,Koi Fish,1.7,0.7,Skin Ulcers,"open wounds, red sores",water quality improvement,Koi Pox
Fish,Koi Fish,1.8,0.8,Bacterial Infection,scale loss,"water quality control, medicated feed",Koi Pox
Fish,Koi Fish,1.8,0.7,Fungal Infection,skin discoloration,"antifungal treatment, water temperature adjustment",Koi Pox
Fish,Koi Fish,8.0,1.3,Bacterial Infection,fin erosion,medicated feed,Koi Pox
